hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
RRAD	RRAD	ENSG00000166592	16	RRAD
RRAGA	RRAGA	ENSG00000155876	9	RRAGA
RRAGB	RRAGB	ENSG00000083750	X	RRAGB
RRAGC	RRAGC	ENSG00000116954	1	RRAGC
RRAS	RRAS	ENSG00000126458	19	RRAS
RRAS2	RRAS2	ENSG00000133818	11	RRAS2
RRBP1	RRBP1	ENSG00000125844	20	RRBP1
RREB1	RREB1	ENSG00000124782	6	RREB1
RRM1	RRM1	ENSG00000167325	11	RRM1
RRM2	RRM2	ENSG00000171848	2	RRM2
RRM2B	RRM2B	ENSG00000048392	8	RRM2B
RRN3	RRN3	ENSG00000278494	CHR_HSCHR16_1_CTG1	RRN3
RRNAD1	RRNAD1	ENSG00000143303	1	RRNAD1
RRP1	RRP1	ENSG00000160214	21	RRP1
RRP12	RRP12	ENSG00000052749	10	RRP12
RRP15	RRP15	ENSG00000067533	1	RRP15
RRP1B	RRP1B	ENSG00000160208	21	RRP1B
RRP36	RRP36	ENSG00000124541	6	RRP36
RRP7A	RRP7A	ENSG00000189306	22	RRP7A
RRP8	RRP8	ENSG00000132275	11	RRP8
RRP9	RRP9	ENSG00000114767	3	RRP9
RRS1	RRS1	ENSG00000179041	8	RRS1
RSAD1	RSAD1	ENSG00000136444	17	RSAD1
RSAD2	RSAD2	ENSG00000134321	2	RSAD2
RSBN1	RSBN1	ENSG00000081019	1	RSBN1
RSBN1L	RSBN1L	ENSG00000187257	7	RSBN1L
RSBN1L-AS1	NA	NA	NA	RSBN1L-AS1
RSF1	RSF1	ENSG00000048649	11	RSF1
RSG1	NA	NA	NA	RSG1
RSL1D1	RSL1D1	ENSG00000171490	16	RSL1D1
RSL24D1	RSL24D1	ENSG00000137876	15	RSL24D1
RSPH3	RSPH3	ENSG00000130363	6	RSPH3
RSPH9	RSPH9	ENSG00000172426	6	RSPH9
RSPRY1	RSPRY1	ENSG00000159579	16	RSPRY1
RSRC1	RSRC1	ENSG00000174891	3	RSRC1
RSRC2	RSRC2	ENSG00000111011	12	RSRC2
RSU1	RSU1	ENSG00000148484	10	RSU1
RTBDN	RTBDN	ENSG00000132026	19	RTBDN
RTCA	RTCA	ENSG00000137996	1	RTCA
RTCB	RTCB	ENSG00000100220	22	RTCB
RTF1	RTF1	ENSG00000137815	15	RTF1
RTFDC1	NA	NA	NA	RTFDC1
RTKN	RTKN	ENSG00000114993	2	RTKN
RTKN2	RTKN2	ENSG00000182010	10	RTKN2
RTN2	RTN2	ENSG00000125744	19	RTN2
RTN3	RTN3	ENSG00000133318	11	RTN3
RTN4	RTN4	ENSG00000115310	2	RTN4
RTN4IP1	RTN4IP1	ENSG00000130347	6	RTN4IP1
RTN4R	RTN4R	ENSG00000040608	22	RTN4R
RTN4RL2	RTN4RL2	ENSG00000186907	11	RTN4RL2
RTTN	RTTN	ENSG00000176225	18	RTTN
RUFY1	RUFY1	ENSG00000284260	CHR_HG30_PATCH	RUFY1
RUFY2	RUFY2	ENSG00000204130	10	RUFY2
RUFY3	RUFY3	ENSG00000018189	4	RUFY3
RUNDC1	RUNDC1	ENSG00000198863	17	RUNDC1
RUNDC3B	RUNDC3B	ENSG00000105784	7	RUNDC3B
RUNX1	RUNX1	ENSG00000159216	21	RUNX1
RUNX2	RUNX2	ENSG00000124813	6	RUNX2
RUSC1	RUSC1	ENSG00000160753	1	RUSC1
RUSC1-AS1	RUSC1-AS1	ENSG00000225855	1	RUSC1-AS1
RUSC2	RUSC2	ENSG00000198853	9	RUSC2
RUVBL1	RUVBL1	ENSG00000284901	CHR_HSCHR3_9_CTG2_1	RUVBL1
RUVBL2	RUVBL2	ENSG00000183207	19	RUVBL2
RWDD1	RWDD1	ENSG00000111832	6	RWDD1
RWDD2A	RWDD2A	ENSG00000013392	6	RWDD2A
RWDD2B	RWDD2B	ENSG00000156253	21	RWDD2B
RWDD3	RWDD3	ENSG00000122481	1	RWDD3
RWDD4	RWDD4	ENSG00000182552	4	RWDD4
RXRA	RXRA	ENSG00000186350	9	RXRA
RXRB	RXRB	ENSG00000235712	CHR_HSCHR6_MHC_QBL_CTG1	RXRB
RYBP	RYBP	ENSG00000163602	3	RYBP
RYK	RYK	ENSG00000163785	3	RYK
RYR1	RYR1	ENSG00000196218	19	RYR1
S100A1	S100A1	ENSG00000160678	1	S100A1
S100A10	S100A10	ENSG00000197747	1	S100A10
S100A11	S100A11	ENSG00000163191	1	S100A11
S100A13	S100A13	ENSG00000189171	1	S100A13
S100A14	S100A14	ENSG00000189334	1	S100A14
S100A16	S100A16	ENSG00000188643	1	S100A16
S100A2	S100A2	ENSG00000196754	1	S100A2
S100A3	S100A3	ENSG00000188015	1	S100A3
S100A4	S100A4	ENSG00000196154	1	S100A4
S100A5	S100A5	ENSG00000196420	1	S100A5
S100P	S100P	ENSG00000163993	4	S100P
S100PBP	S100PBP	ENSG00000116497	1	S100PBP
S1PR3	S1PR3	ENSG00000213694	9	S1PR3
SAAL1	SAAL1	ENSG00000166788	11	SAAL1
SAC3D1	SAC3D1	ENSG00000168061	11	SAC3D1
SACM1L	SACM1L	ENSG00000211456	3	SACM1L
SACS	SACS	ENSG00000151835	13	SACS
SAE1	SAE1	ENSG00000142230	19	SAE1
SAFB	SAFB	ENSG00000160633	19	SAFB
SAFB2	SAFB2	ENSG00000130254	19	SAFB2
SAGE1	SAGE1	ENSG00000181433	X	SAGE1
SALL2	SALL2	ENSG00000165821	14	SALL2
SAMD1	SAMD1	ENSG00000141858	19	SAMD1
SAMD10	SAMD10	ENSG00000130590	20	SAMD10
SAMD11	SAMD11	ENSG00000187634	1	SAMD11
SAMD15	SAMD15	ENSG00000100583	14	SAMD15
SAMD3	SAMD3	ENSG00000164483	6	SAMD3
SAMD4A	SAMD4A	ENSG00000020577	14	SAMD4A
SAMD4B	SAMD4B	ENSG00000179134	19	SAMD4B
SAMD5	SAMD5	ENSG00000203727	6	SAMD5
SAMD8	SAMD8	ENSG00000156671	10	SAMD8
SAMHD1	SAMHD1	ENSG00000101347	20	SAMHD1
SAMM50	SAMM50	ENSG00000100347	22	SAMM50
SAMSN1	SAMSN1	ENSG00000155307	21	SAMSN1
SAMSN1-AS1	SAMSN1-AS1	ENSG00000223662	21	SAMSN1-AS1
SAP130	SAP130	ENSG00000136715	2	SAP130
SAP18	SAP18	ENSG00000150459	13	SAP18
SAP30	SAP30	ENSG00000164105	4	SAP30
SAP30BP	SAP30BP	ENSG00000161526	17	SAP30BP
SAP30L	SAP30L	ENSG00000164576	5	SAP30L
SAPCD1-AS1	SAPCD1-AS1	ENSG00000238017	CHR_HSCHR6_MHC_MCF_CTG1	SAPCD1-AS1
SAPCD2	SAPCD2	ENSG00000186193	9	SAPCD2
SAR1A	SAR1A	ENSG00000079332	10	SAR1A
SAR1B	SAR1B	ENSG00000152700	5	SAR1B
SARM1	SARM1	ENSG00000004139	17	SARM1
SARNP	SARNP	ENSG00000205323	12	SARNP
SARS	SARS	ENSG00000031698	1	SARS
SARS2	SARS2	ENSG00000283104	CHR_HG26_PATCH	SARS2
SART1	SART1	ENSG00000175467	11	SART1
SART3	SART3	ENSG00000075856	12	SART3
SASH1	SASH1	ENSG00000111961	6	SASH1
SASS6	SASS6	ENSG00000156876	1	SASS6
SAT1	SAT1	ENSG00000130066	X	SAT1
SAT2	SAT2	ENSG00000141504	17	SAT2
SATB2	SATB2	ENSG00000119042	2	SATB2
SATB2-AS1	SATB2-AS1	ENSG00000225953	2	SATB2-AS1
SAV1	SAV1	ENSG00000151748	14	SAV1
SAYSD1	SAYSD1	ENSG00000112167	6	SAYSD1
SBDS	SBDS	ENSG00000126524	7	SBDS
SBF1	SBF1	ENSG00000100241	22	SBF1
SBF2	SBF2	ENSG00000133812	11	SBF2
SBF2-AS1	SBF2-AS1	ENSG00000246273	11	SBF2-AS1
SBNO1	SBNO1	ENSG00000139697	12	SBNO1
SBNO2	SBNO2	ENSG00000278788	CHR_HSCHR19_4_CTG2	SBNO2
SC5D	SC5D	ENSG00000109929	11	SC5D
SCAF1	SCAF1	ENSG00000126461	19	SCAF1
SCAF11	SCAF11	ENSG00000139218	12	SCAF11
SCAF4	SCAF4	ENSG00000156304	21	SCAF4
SCAF8	SCAF8	ENSG00000213079	6	SCAF8
SCAI	SCAI	ENSG00000173611	9	SCAI
SCAMP1	SCAMP1	ENSG00000085365	5	SCAMP1
SCAMP2	SCAMP2	ENSG00000140497	15	SCAMP2
SCAMP3	SCAMP3	ENSG00000263290	CHR_HSCHR1_2_CTG31	SCAMP3
SCAMP4	SCAMP4	ENSG00000227500	19	SCAMP4
SCAND1	SCAND1	ENSG00000171222	20	SCAND1
SCAND3	NA	NA	NA	SCAND3
SCAP	SCAP	ENSG00000114650	3	SCAP
SCAPER	SCAPER	ENSG00000140386	15	SCAPER
SCARB1	SCARB1	ENSG00000073060	12	SCARB1
SCARB2	SCARB2	ENSG00000138760	4	SCARB2
SCARF1	SCARF1	ENSG00000276336	CHR_HSCHR17_1_CTG2	SCARF1
SCARF2	SCARF2	ENSG00000244486	22	SCARF2
SCARNA2	SCARNA2	ENSG00000278249	1	SCARNA2
SCCPDH	SCCPDH	ENSG00000143653	1	SCCPDH
SCD	SCD	ENSG00000099194	10	SCD
SCFD1	SCFD1	ENSG00000092108	14	SCFD1
SCFD2	SCFD2	ENSG00000184178	4	SCFD2
SCG3	SCG3	ENSG00000104112	15	SCG3
SCGB3A1	SCGB3A1	ENSG00000161055	5	SCGB3A1
SCIN	SCIN	ENSG00000006747	7	SCIN
SCLT1	SCLT1	ENSG00000151466	4	SCLT1
SCLY	SCLY	ENSG00000132330	2	SCLY
SCMH1	SCMH1	ENSG00000010803	1	SCMH1
SCML2	SCML2	ENSG00000102098	X	SCML2
SCN1B	SCN1B	ENSG00000105711	19	SCN1B
SCN4A	SCN4A	ENSG00000007314	17	SCN4A
SCN5A	SCN5A	ENSG00000183873	3	SCN5A
SCN9A	SCN9A	ENSG00000169432	2	SCN9A
SCNM1	SCNM1	ENSG00000163156	1	SCNM1
SCNN1A	SCNN1A	ENSG00000111319	12	SCNN1A
SCO1	SCO1	ENSG00000133028	17	SCO1
SCO2	SCO2	ENSG00000130489	22	SCO2
SCOC	SCOC	ENSG00000153130	4	SCOC
SCP2	SCP2	ENSG00000116171	1	SCP2
SCPEP1	SCPEP1	ENSG00000121064	17	SCPEP1
SCRG1	SCRG1	ENSG00000164106	4	SCRG1
SCRIB	SCRIB	ENSG00000274287	CHR_HSCHR8_3_CTG7	SCRIB
SCRN2	SCRN2	ENSG00000141295	17	SCRN2
SCRN3	SCRN3	ENSG00000144306	2	SCRN3
SCRT2	SCRT2	ENSG00000215397	20	SCRT2
SCYL1	SCYL1	ENSG00000142186	11	SCYL1
SCYL2	SCYL2	ENSG00000136021	12	SCYL2
SCYL3	SCYL3	ENSG00000000457	1	SCYL3
SDAD1	SDAD1	ENSG00000198301	4	SDAD1
SDC2	SDC2	ENSG00000169439	8	SDC2
SDC3	SDC3	ENSG00000162512	1	SDC3
SDC4	SDC4	ENSG00000124145	20	SDC4
SDCBP	SDCBP	ENSG00000137575	8	SDCBP
SDCBP2	SDCBP2	ENSG00000125775	20	SDCBP2
SDCBP2-AS1	SDCBP2-AS1	ENSG00000234684	20	SDCBP2-AS1
SDCCAG3	NA	NA	NA	SDCCAG3
SDCCAG8	SDCCAG8	ENSG00000276111	CHR_HSCHR1_3_CTG32_1	SDCCAG8
SDE2	SDE2	ENSG00000143751	1	SDE2
SDF2	SDF2	ENSG00000132581	17	SDF2
SDF2L1	SDF2L1	ENSG00000128228	22	SDF2L1
SDF4	SDF4	ENSG00000078808	1	SDF4
SDHA	SDHA	ENSG00000073578	5	SDHA
SDHAF1	SDHAF1	ENSG00000205138	19	SDHAF1
SDHAF2	SDHAF2	ENSG00000167985	11	SDHAF2
SDHB	SDHB	ENSG00000117118	1	SDHB
SDHC	SDHC	ENSG00000143252	1	SDHC
SDHD	SDHD	ENSG00000204370	11	SDHD
SDPR	NA	NA	NA	SDPR
SDR39U1	SDR39U1	ENSG00000100445	14	SDR39U1
SDR42E2	SDR42E2	ENSG00000284349	CHR_HG926_PATCH	SDR42E2
SDSL	SDSL	ENSG00000139410	12	SDSL
SEC11A	SEC11A	ENSG00000140612	15	SEC11A
SEC11C	SEC11C	ENSG00000166562	18	SEC11C
SEC13	SEC13	ENSG00000157020	3	SEC13
SEC14L1	SEC14L1	ENSG00000129657	17	SEC14L1
SEC14L2	SEC14L2	ENSG00000100003	22	SEC14L2
SEC16A	SEC16A	ENSG00000148396	9	SEC16A
SEC22A	SEC22A	ENSG00000121542	3	SEC22A
SEC22C	SEC22C	ENSG00000093183	3	SEC22C
SEC23A	SEC23A	ENSG00000100934	14	SEC23A
SEC23B	SEC23B	ENSG00000101310	20	SEC23B
SEC23IP	SEC23IP	ENSG00000107651	10	SEC23IP
SEC24A	SEC24A	ENSG00000113615	5	SEC24A
SEC24B	SEC24B	ENSG00000138802	4	SEC24B
SEC24B-AS1	SEC24B-AS1	ENSG00000247950	4	SEC24B-AS1
SEC24C	SEC24C	ENSG00000176986	10	SEC24C
SEC24D	SEC24D	ENSG00000150961	4	SEC24D
SEC31A	SEC31A	ENSG00000138674	4	SEC31A
SEC31B	SEC31B	ENSG00000075826	10	SEC31B
SEC61A1	SEC61A1	ENSG00000058262	3	SEC61A1
SEC61A2	SEC61A2	ENSG00000065665	10	SEC61A2
SEC61B	SEC61B	ENSG00000106803	9	SEC61B
SEC61G	SEC61G	ENSG00000132432	7	SEC61G
SEC62	SEC62	ENSG00000008952	3	SEC62
SEC63	SEC63	ENSG00000025796	6	SEC63
SECISBP2	SECISBP2	ENSG00000187742	9	SECISBP2
SECISBP2L	SECISBP2L	ENSG00000138593	15	SECISBP2L
SEH1L	SEH1L	ENSG00000085415	18	SEH1L
SEL1L	SEL1L	ENSG00000071537	14	SEL1L
SEL1L3	SEL1L3	ENSG00000091490	4	SEL1L3
SELENBP1	SELENBP1	ENSG00000143416	1	SELENBP1
SELK	NA	NA	NA	SELK
SELM	NA	NA	NA	SELM
SELO	NA	NA	NA	SELO
SELPLG	SELPLG	ENSG00000110876	12	SELPLG
SELT	NA	NA	NA	SELT
SELV	NA	NA	NA	SELV
SEMA3F	SEMA3F	ENSG00000001617	3	SEMA3F
SEMA4A	SEMA4A	ENSG00000196189	1	SEMA4A
SEMA4B	SEMA4B	ENSG00000185033	15	SEMA4B
SEMA4C	SEMA4C	ENSG00000168758	2	SEMA4C
SEMA4D	SEMA4D	ENSG00000187764	9	SEMA4D
SEMA4F	SEMA4F	ENSG00000135622	2	SEMA4F
SEMA4G	SEMA4G	ENSG00000095539	10	SEMA4G
SEMA6B	SEMA6B	ENSG00000167680	19	SEMA6B
SEMA6C	SEMA6C	ENSG00000143434	1	SEMA6C
SEMA7A	SEMA7A	ENSG00000138623	15	SEMA7A
SENP1	SENP1	ENSG00000079387	12	SENP1
SENP2	SENP2	ENSG00000163904	3	SENP2
SENP3	SENP3	ENSG00000161956	17	SENP3
SENP5	SENP5	ENSG00000119231	3	SENP5
SENP6	SENP6	ENSG00000112701	6	SENP6
SENP7	SENP7	ENSG00000138468	3	SENP7
SENP8	SENP8	ENSG00000166192	15	SENP8
SEP15	NA	NA	NA	SEP15
SEPHS1	SEPHS1	ENSG00000086475	10	SEPHS1
SEPHS2	SEPHS2	ENSG00000179918	16	SEPHS2
SEPN1	NA	NA	NA	SEPN1
SEPP1	NA	NA	NA	SEPP1
SEPSECS	SEPSECS	ENSG00000109618	4	SEPSECS
SEPT1	SEPT1	ENSG00000180096	16	SEPT1
SEPT11	SEPT11	ENSG00000138758	4	SEPT11
SEPT2	SEPT2	ENSG00000168385	2	SEPT2
SEPT5	SEPT5	ENSG00000184702	22	SEPT5
SEPT6	SEPT6	ENSG00000125354	X	SEPT6
SEPT7	SEPT7	ENSG00000122545	7	SEPT7
SEPT8	SEPT8	ENSG00000164402	5	SEPT8
SEPT9	SEPT9	ENSG00000282302	CHR_HSCHR17_3_CTG4	SEPT9
SEPW1	NA	NA	NA	SEPW1
SERAC1	SERAC1	ENSG00000122335	6	SERAC1
SERBP1	SERBP1	ENSG00000142864	1	SERBP1
SERF2	SERF2	ENSG00000140264	15	SERF2
SERGEF	SERGEF	ENSG00000129158	11	SERGEF
SERHL2	SERHL2	ENSG00000183569	22	SERHL2
SERINC1	SERINC1	ENSG00000111897	6	SERINC1
SERINC2	SERINC2	ENSG00000168528	1	SERINC2
SERINC3	SERINC3	ENSG00000132824	20	SERINC3
SERINC5	SERINC5	ENSG00000164300	5	SERINC5
SERP1	SERP1	ENSG00000120742	3	SERP1
SERPINB1	SERPINB1	ENSG00000021355	6	SERPINB1
SERPINB6	SERPINB6	ENSG00000124570	6	SERPINB6
SERPINB9	SERPINB9	ENSG00000170542	6	SERPINB9
SERPINC1	SERPINC1	ENSG00000117601	1	SERPINC1
SERPINE1	SERPINE1	ENSG00000106366	7	SERPINE1
SERPINF1	SERPINF1	ENSG00000282307	CHR_HSCHR17_1_CTG2	SERPINF1
SERPINH1	SERPINH1	ENSG00000149257	11	SERPINH1
SERPINI1	SERPINI1	ENSG00000163536	3	SERPINI1
SERTAD1	SERTAD1	ENSG00000197019	19	SERTAD1
SERTAD2	SERTAD2	ENSG00000179833	2	SERTAD2
SERTAD3	SERTAD3	ENSG00000167565	19	SERTAD3
SESN1	SESN1	ENSG00000080546	6	SESN1
SESN2	SESN2	ENSG00000285069	CHR_HSCHR1_8_CTG3	SESN2
SESN3	SESN3	ENSG00000149212	11	SESN3
SESTD1	SESTD1	ENSG00000187231	2	SESTD1
SET	SET	ENSG00000119335	9	SET
SETBP1	SETBP1	ENSG00000152217	18	SETBP1
SETD1A	SETD1A	ENSG00000099381	16	SETD1A
SETD1B	SETD1B	ENSG00000139718	12	SETD1B
SETD2	SETD2	ENSG00000181555	3	SETD2
SETD3	SETD3	ENSG00000183576	14	SETD3
SETD4	SETD4	ENSG00000185917	21	SETD4
SETD5	SETD5	ENSG00000168137	3	SETD5
SETD5-AS1	NA	NA	NA	SETD5-AS1
SETD6	SETD6	ENSG00000103037	16	SETD6
SETD7	SETD7	ENSG00000145391	4	SETD7
SETD8	NA	NA	NA	SETD8
SETD9	SETD9	ENSG00000155542	5	SETD9
SETDB1	SETDB1	ENSG00000143379	1	SETDB1
SETDB2	SETDB2	ENSG00000136169	13	SETDB2
SETMAR	SETMAR	ENSG00000170364	3	SETMAR
SETX	SETX	ENSG00000107290	9	SETX
SEZ6L2	SEZ6L2	ENSG00000174938	16	SEZ6L2
SF1	SF1	ENSG00000168066	11	SF1
SF3A1	SF3A1	ENSG00000099995	22	SF3A1
SF3A2	SF3A2	ENSG00000104897	19	SF3A2
SF3A3	SF3A3	ENSG00000183431	1	SF3A3
SF3B1	SF3B1	ENSG00000115524	2	SF3B1
SF3B14	NA	NA	NA	SF3B14
SF3B2	SF3B2	ENSG00000087365	11	SF3B2
SF3B3	SF3B3	ENSG00000189091	16	SF3B3
SF3B4	SF3B4	ENSG00000143368	1	SF3B4
SF3B5	SF3B5	ENSG00000169976	6	SF3B5
SFI1	SFI1	ENSG00000198089	22	SFI1
SFMBT1	SFMBT1	ENSG00000163935	3	SFMBT1
SFMBT2	SFMBT2	ENSG00000198879	10	SFMBT2
SFN	SFN	ENSG00000175793	1	SFN
SFPQ	SFPQ	ENSG00000116560	1	SFPQ
SFR1	SFR1	ENSG00000156384	10	SFR1
SFSWAP	SFSWAP	ENSG00000061936	12	SFSWAP
SFT2D1	SFT2D1	ENSG00000198818	6	SFT2D1
SFT2D2	SFT2D2	ENSG00000213064	1	SFT2D2
SFT2D3	SFT2D3	ENSG00000173349	2	SFT2D3
SFXN1	SFXN1	ENSG00000164466	5	SFXN1
SFXN2	SFXN2	ENSG00000156398	10	SFXN2
SFXN3	SFXN3	ENSG00000107819	10	SFXN3
SFXN4	SFXN4	ENSG00000183605	10	SFXN4
SFXN5	SFXN5	ENSG00000144040	2	SFXN5
SGCB	SGCB	ENSG00000163069	4	SGCB
SGCG	SGCG	ENSG00000102683	13	SGCG
SGK1	SGK1	ENSG00000118515	6	SGK1
SGK223	NA	NA	NA	SGK223
SGK3	SGK3	ENSG00000104205	8	SGK3
SGK494	NA	NA	NA	SGK494
SGMS1	SGMS1	ENSG00000198964	10	SGMS1
SGOL1	NA	NA	NA	SGOL1
SGOL2	NA	NA	NA	SGOL2
SGPL1	SGPL1	ENSG00000166224	10	SGPL1
SGPP1	SGPP1	ENSG00000285281	CHR_HSCHR14_8_CTG1	SGPP1
SGSH	SGSH	ENSG00000181523	17	SGSH
SGSM2	SGSM2	ENSG00000141258	17	SGSM2
SGSM3	SGSM3	ENSG00000100359	22	SGSM3
SGTA	SGTA	ENSG00000104969	19	SGTA
SGTB	SGTB	ENSG00000197860	5	SGTB
SH2B1	SH2B1	ENSG00000178188	16	SH2B1
SH2B2	SH2B2	ENSG00000160999	7	SH2B2
SH2B3	SH2B3	ENSG00000111252	12	SH2B3
SH2D1A	SH2D1A	ENSG00000183918	X	SH2D1A
SH2D1B	SH2D1B	ENSG00000198574	1	SH2D1B
SH2D2A	SH2D2A	ENSG00000027869	1	SH2D2A
SH2D3A	SH2D3A	ENSG00000125731	19	SH2D3A
SH2D6	SH2D6	ENSG00000152292	2	SH2D6
SH3BGR	SH3BGR	ENSG00000185437	21	SH3BGR
SH3BGRL	SH3BGRL	ENSG00000131171	X	SH3BGRL
SH3BGRL2	SH3BGRL2	ENSG00000198478	6	SH3BGRL2
SH3BGRL3	SH3BGRL3	ENSG00000142669	1	SH3BGRL3
SH3BP1	SH3BP1	ENSG00000100092	22	SH3BP1
SH3BP2	SH3BP2	ENSG00000087266	4	SH3BP2
SH3BP5	SH3BP5	ENSG00000131370	3	SH3BP5
SH3BP5-AS1	SH3BP5-AS1	ENSG00000224660	3	SH3BP5-AS1
SH3BP5L	SH3BP5L	ENSG00000175137	1	SH3BP5L
SH3D21	SH3D21	ENSG00000214193	1	SH3D21
SH3GL1	SH3GL1	ENSG00000141985	19	SH3GL1
SH3GL3	SH3GL3	ENSG00000140600	15	SH3GL3
SH3GLB1	SH3GLB1	ENSG00000097033	1	SH3GLB1
SH3GLB2	SH3GLB2	ENSG00000148341	9	SH3GLB2
SH3KBP1	SH3KBP1	ENSG00000147010	X	SH3KBP1
SH3PXD2A	SH3PXD2A	ENSG00000107957	10	SH3PXD2A
SH3PXD2B	SH3PXD2B	ENSG00000174705	5	SH3PXD2B
SH3RF2	SH3RF2	ENSG00000156463	5	SH3RF2
SH3TC1	SH3TC1	ENSG00000125089	4	SH3TC1
SH3YL1	SH3YL1	ENSG00000035115	2	SH3YL1
SHARPIN	SHARPIN	ENSG00000179526	8	SHARPIN
SHB	SHB	ENSG00000107338	9	SHB
SHC1	SHC1	ENSG00000160691	1	SHC1
SHCBP1	SHCBP1	ENSG00000171241	16	SHCBP1
SHD	SHD	ENSG00000105251	19	SHD
SHFM1	NA	NA	NA	SHFM1
SHISA4	SHISA4	ENSG00000198892	1	SHISA4
SHISA5	SHISA5	ENSG00000164054	3	SHISA5
SHISA7	SHISA7	ENSG00000187902	19	SHISA7
SHKBP1	SHKBP1	ENSG00000160410	19	SHKBP1
SHMT1	SHMT1	ENSG00000176974	17	SHMT1
SHMT2	SHMT2	ENSG00000182199	12	SHMT2
SHOC2	SHOC2	ENSG00000108061	10	SHOC2
SHOX2	SHOX2	ENSG00000168779	3	SHOX2
SHPK	SHPK	ENSG00000197417	17	SHPK
SHPRH	SHPRH	ENSG00000146414	6	SHPRH
SHQ1	SHQ1	ENSG00000144736	3	SHQ1
SHROOM1	SHROOM1	ENSG00000164403	5	SHROOM1
SIAE	SIAE	ENSG00000110013	11	SIAE
SIAH1	SIAH1	ENSG00000196470	16	SIAH1
SIAH2	SIAH2	ENSG00000181788	3	SIAH2
SIDT2	SIDT2	ENSG00000149577	11	SIDT2
SIGIRR	SIGIRR	ENSG00000185187	11	SIGIRR
SIGLEC12	SIGLEC12	ENSG00000254521	19	SIGLEC12
SIGMAR1	SIGMAR1	ENSG00000147955	9	SIGMAR1
SIK1	SIK1	ENSG00000142178	21	SIK1
SIK2	SIK2	ENSG00000170145	11	SIK2
SIK3	SIK3	ENSG00000160584	11	SIK3
SIKE1	SIKE1	ENSG00000052723	1	SIKE1
SIL1	SIL1	ENSG00000120725	5	SIL1
SIMC1	SIMC1	ENSG00000170085	5	SIMC1
SIN3A	SIN3A	ENSG00000169375	15	SIN3A
SIN3B	SIN3B	ENSG00000127511	19	SIN3B
SIPA1	SIPA1	ENSG00000213445	11	SIPA1
SIPA1L1	SIPA1L1	ENSG00000197555	14	SIPA1L1
SIPA1L3	SIPA1L3	ENSG00000105738	19	SIPA1L3
SIRT1	SIRT1	ENSG00000096717	10	SIRT1
SIRT2	SIRT2	ENSG00000283100	CHR_HG26_PATCH	SIRT2
SIRT3	SIRT3	ENSG00000142082	11	SIRT3
SIRT4	SIRT4	ENSG00000089163	12	SIRT4
SIRT5	SIRT5	ENSG00000124523	6	SIRT5
SIRT6	SIRT6	ENSG00000077463	19	SIRT6
SIRT7	SIRT7	ENSG00000187531	17	SIRT7
SIVA1	SIVA1	ENSG00000184990	14	SIVA1
SIX4	SIX4	ENSG00000100625	14	SIX4
SIX5	SIX5	ENSG00000177045	19	SIX5
SKA1	SKA1	ENSG00000262634	CHR_HSCHR18_1_CTG1_1	SKA1
SKA2	SKA2	ENSG00000182628	17	SKA2
SKA3	SKA3	ENSG00000165480	13	SKA3
SKAP2	SKAP2	ENSG00000005020	7	SKAP2
SKI	SKI	ENSG00000157933	1	SKI
SKIDA1	SKIDA1	ENSG00000180592	10	SKIDA1
SKIL	SKIL	ENSG00000136603	3	SKIL
SKIV2L	SKIV2L	ENSG00000232616	CHR_HSCHR6_MHC_SSTO_CTG1	SKIV2L
SKIV2L2	NA	NA	NA	SKIV2L2
SKP1	SKP1	ENSG00000113558	5	SKP1
SKP2	SKP2	ENSG00000145604	5	SKP2
SLA2	SLA2	ENSG00000101082	20	SLA2
SLAIN2	SLAIN2	ENSG00000109171	4	SLAIN2
SLAMF6	SLAMF6	ENSG00000162739	1	SLAMF6
SLBP	SLBP	ENSG00000163950	4	SLBP
SLC10A3	SLC10A3	ENSG00000126903	X	SLC10A3
SLC10A4	SLC10A4	ENSG00000145248	4	SLC10A4
SLC10A5	SLC10A5	ENSG00000253598	8	SLC10A5
SLC10A7	SLC10A7	ENSG00000120519	4	SLC10A7
SLC11A1	SLC11A1	ENSG00000018280	2	SLC11A1
SLC11A2	SLC11A2	ENSG00000110911	12	SLC11A2
SLC12A2	SLC12A2	ENSG00000064651	5	SLC12A2
SLC12A4	SLC12A4	ENSG00000124067	16	SLC12A4
SLC12A5	SLC12A5	ENSG00000124140	20	SLC12A5
SLC12A6	SLC12A6	ENSG00000140199	15	SLC12A6
SLC12A7	SLC12A7	ENSG00000276482	CHR_HSCHR5_4_CTG1	SLC12A7
SLC12A9	SLC12A9	ENSG00000146828	7	SLC12A9
SLC13A3	SLC13A3	ENSG00000158296	20	SLC13A3
SLC15A4	SLC15A4	ENSG00000139370	12	SLC15A4
SLC16A1	SLC16A1	ENSG00000281917	CHR_HG2104_PATCH	SLC16A1
SLC16A1-AS1	SLC16A1-AS1	ENSG00000226419	1	SLC16A1-AS1
SLC16A13	SLC16A13	ENSG00000174327	17	SLC16A13
SLC16A3	SLC16A3	ENSG00000141526	17	SLC16A3
SLC16A4	SLC16A4	ENSG00000168679	1	SLC16A4
SLC16A5	SLC16A5	ENSG00000170190	17	SLC16A5
SLC16A9	SLC16A9	ENSG00000165449	10	SLC16A9
SLC17A5	SLC17A5	ENSG00000119899	6	SLC17A5
