mgi_symbol	ensembl_gene_id	chromosome_name	origsymbol
Rps2-ps9	Rps2-ps9	ENSMUSG00000080731	17	Rps2-ps9
Rps20	Rps20	ENSMUSG00000028234	4	Rps20
Rps21	Rps21	ENSMUSG00000039001	2	Rps21
Rps23	Rps23	ENSMUSG00000049517	13	Rps23
Rps24	Rps24	ENSMUSG00000025290	14	Rps24
Rps24-ps2	Rps24-ps2	ENSMUSG00000069125	3	Rps24-ps2
Rps24-ps3	Rps24-ps3	ENSMUSG00000081049	X	Rps24-ps3
Rps25	Rps25	ENSMUSG00000009927	9	Rps25
Rps25-ps1	Rps25-ps1	ENSMUSG00000067344	6	Rps25-ps1
Rps26	Rps26	ENSMUSG00000025362	10	Rps26
Rps26-ps1	Rps26-ps1	ENSMUSG00000059775	8	Rps26-ps1
Rps27	Rps27	ENSMUSG00000090733	3	Rps27
Rps27a	Rps27a	ENSMUSG00000020460	11	Rps27a
Rps27a-ps2	Rps27a-ps2	ENSMUSG00000058838	9	Rps27a-ps2
Rps27l	Rps27l	ENSMUSG00000036781	9	Rps27l
Rps28	Rps28	ENSMUSG00000067288	17	Rps28
Rps29	Rps29	ENSMUSG00000034892	12	Rps29
Rps3	Rps3	ENSMUSG00000030744	7	Rps3
Rps3a	NA	NA	NA	Rps3a
Rps4x	Rps4x	ENSMUSG00000031320	X	Rps4x
Rps4y2	NA	NA	NA	Rps4y2
Rps5	Rps5	ENSMUSG00000012848	7	Rps5
Rps6	Rps6	ENSMUSG00000028495	4	Rps6
Rps6-ps1	Rps6-ps1	ENSMUSG00000063875	15	Rps6-ps1
Rps6-ps2	Rps6-ps2	ENSMUSG00000056772	8	Rps6-ps2
Rps6-ps3	Rps6-ps3	ENSMUSG00000082465	9	Rps6-ps3
Rps6ka1	Rps6ka1	ENSMUSG00000003644	4	Rps6ka1
Rps6ka2	Rps6ka2	ENSMUSG00000023809	17	Rps6ka2
Rps6ka3	Rps6ka3	ENSMUSG00000031309	X	Rps6ka3
Rps6ka4	Rps6ka4	ENSMUSG00000024952	19	Rps6ka4
Rps6ka5	Rps6ka5	ENSMUSG00000021180	12	Rps6ka5
Rps6ka6	Rps6ka6	ENSMUSG00000116203	X	Rps6ka6
Rps6kb1	Rps6kb1	ENSMUSG00000020516	11	Rps6kb1
Rps6kb2	Rps6kb2	ENSMUSG00000097721	CHR_MG153_PATCH	Rps6kb2
Rps6kc1	Rps6kc1	ENSMUSG00000089872	1	Rps6kc1
Rps6kl1	Rps6kl1	ENSMUSG00000019235	12	Rps6kl1
Rps7	Rps7	ENSMUSG00000061477	12	Rps7
Rps8	Rps8	ENSMUSG00000047675	4	Rps8
Rps8-ps1	Rps8-ps1	ENSMUSG00000071303	10	Rps8-ps1
Rps8-ps2	Rps8-ps2	ENSMUSG00000083481	2	Rps8-ps2
Rps9	Rps9	ENSMUSG00000006333	7	Rps9
Rpsa	Rpsa	ENSMUSG00000032518	9	Rpsa
Rpsa-ps10	Rpsa-ps10	ENSMUSG00000047676	3	Rpsa-ps10
Rpsa-ps11	Rpsa-ps11	ENSMUSG00000082978	4	Rpsa-ps11
Rpsa-ps12	Rpsa-ps12	ENSMUSG00000080746	4	Rpsa-ps12
Rpsa-ps2	Rpsa-ps2	ENSMUSG00000045055	10	Rpsa-ps2
Rpsa-ps3	Rpsa-ps3	ENSMUSG00000083580	11	Rpsa-ps3
Rpsa-ps4	Rpsa-ps4	ENSMUSG00000081076	11	Rpsa-ps4
Rpsa-ps5	Rpsa-ps5	ENSMUSG00000081695	11	Rpsa-ps5
Rpsa-ps9	Rpsa-ps9	ENSMUSG00000082895	2	Rpsa-ps9
Rptn	Rptn	ENSMUSG00000041984	3	Rptn
Rptor	Rptor	ENSMUSG00000025583	11	Rptor
Rpusd1	Rpusd1	ENSMUSG00000041199	17	Rpusd1
Rpusd2	Rpusd2	ENSMUSG00000027324	2	Rpusd2
Rpusd3	Rpusd3	ENSMUSG00000051169	6	Rpusd3
Rpusd4	Rpusd4	ENSMUSG00000032044	9	Rpusd4
Rqcd1	NA	NA	NA	Rqcd1
Rrad	Rrad	ENSMUSG00000031880	8	Rrad
Rraga	Rraga	ENSMUSG00000070934	4	Rraga
Rragb	Rragb	ENSMUSG00000041658	X	Rragb
Rragc	Rragc	ENSMUSG00000028646	4	Rragc
Rragd	Rragd	ENSMUSG00000028278	4	Rragd
Rras	Rras	ENSMUSG00000038387	7	Rras
Rras2	Rras2	ENSMUSG00000055723	7	Rras2
Rrbp1	Rrbp1	ENSMUSG00000027422	2	Rrbp1
Rreb1	Rreb1	ENSMUSG00000039087	13	Rreb1
Rrh	Rrh	ENSMUSG00000028012	3	Rrh
Rrm1	Rrm1	ENSMUSG00000030978	7	Rrm1
Rrm2	Rrm2	ENSMUSG00000020649	12	Rrm2
Rrm2b	Rrm2b	ENSMUSG00000022292	15	Rrm2b
Rrn3	Rrn3	ENSMUSG00000022682	16	Rrn3
Rrnad1	Rrnad1	ENSMUSG00000004896	3	Rrnad1
Rrp1	Rrp1	ENSMUSG00000061032	10	Rrp1
Rrp12	Rrp12	ENSMUSG00000035049	19	Rrp12
Rrp15	Rrp15	ENSMUSG00000001305	1	Rrp15
Rrp1b	Rrp1b	ENSMUSG00000058392	17	Rrp1b
Rrp36	Rrp36	ENSMUSG00000023971	17	Rrp36
Rrp7a	Rrp7a	ENSMUSG00000018040	15	Rrp7a
Rrp8	Rrp8	ENSMUSG00000030888	7	Rrp8
Rrp9	Rrp9	ENSMUSG00000041506	9	Rrp9
Rrs1	Rrs1	ENSMUSG00000061024	1	Rrs1
Rs1	Rs1	ENSMUSG00000031293	X	Rs1
Rsad1	Rsad1	ENSMUSG00000039096	11	Rsad1
Rsad2	Rsad2	ENSMUSG00000020641	12	Rsad2
Rsbn1	Rsbn1	ENSMUSG00000044098	3	Rsbn1
Rsbn1l	Rsbn1l	ENSMUSG00000039968	5	Rsbn1l
Rsc1a1	Rsc1a1	ENSMUSG00000040715	4	Rsc1a1
Rsf1	Rsf1	ENSMUSG00000035623	7	Rsf1
Rsl1	Rsl1	ENSMUSG00000058900	13	Rsl1
Rsl1d1	Rsl1d1	ENSMUSG00000005846	16	Rsl1d1
Rsl24d1	Rsl24d1	ENSMUSG00000032215	9	Rsl24d1
Rsph1	Rsph1	ENSMUSG00000024033	17	Rsph1
Rsph10b2	NA	NA	NA	Rsph10b2
Rsph3a	Rsph3a	ENSMUSG00000073471	17	Rsph3a
Rsph3b	Rsph3b	ENSMUSG00000023806	17	Rsph3b
Rsph4a	Rsph4a	ENSMUSG00000039552	10	Rsph4a
Rsph6a	Rsph6a	ENSMUSG00000040866	7	Rsph6a
Rsph9	Rsph9	ENSMUSG00000023966	17	Rsph9
Rspo1	Rspo1	ENSMUSG00000028871	4	Rspo1
Rspo2	Rspo2	ENSMUSG00000051920	15	Rspo2
Rspo3	Rspo3	ENSMUSG00000019880	10	Rspo3
Rspo4	Rspo4	ENSMUSG00000032852	2	Rspo4
Rspry1	Rspry1	ENSMUSG00000050079	8	Rspry1
Rsrc1	Rsrc1	ENSMUSG00000034544	3	Rsrc1
Rsrc2	Rsrc2	ENSMUSG00000029422	5	Rsrc2
Rsu1	Rsu1	ENSMUSG00000026727	2	Rsu1
Rtbdn	Rtbdn	ENSMUSG00000048617	8	Rtbdn
Rtcd1	NA	NA	NA	Rtcd1
Rtdr1	NA	NA	NA	Rtdr1
Rtel1	Rtel1	ENSMUSG00000038685	2	Rtel1
Rtf1	Rtf1	ENSMUSG00000027304	2	Rtf1
Rtkn	Rtkn	ENSMUSG00000034930	6	Rtkn
Rtkn2	Rtkn2	ENSMUSG00000037846	10	Rtkn2
Rtl1	Rtl1	ENSMUSG00000098639	CHR_MG4180_PATCH	Rtl1
Rtn1	Rtn1	ENSMUSG00000021087	12	Rtn1
Rtn2	Rtn2	ENSMUSG00000030401	7	Rtn2
Rtn3	Rtn3	ENSMUSG00000024758	19	Rtn3
Rtn4	Rtn4	ENSMUSG00000020458	11	Rtn4
Rtn4ip1	Rtn4ip1	ENSMUSG00000019864	10	Rtn4ip1
Rtn4r	Rtn4r	ENSMUSG00000111113	CHR_MG3833_MG4220_PATCH	Rtn4r
Rtn4rl1	Rtn4rl1	ENSMUSG00000045287	11	Rtn4rl1
Rtn4rl2	Rtn4rl2	ENSMUSG00000050896	2	Rtn4rl2
Rtp1	Rtp1	ENSMUSG00000033383	16	Rtp1
Rtp2	Rtp2	ENSMUSG00000047531	16	Rtp2
Rtp3	Rtp3	ENSMUSG00000066319	9	Rtp3
Rtp4	Rtp4	ENSMUSG00000033355	16	Rtp4
Rttn	Rttn	ENSMUSG00000023066	18	Rttn
Rufy1	Rufy1	ENSMUSG00000020375	11	Rufy1
Rufy2	Rufy2	ENSMUSG00000020070	10	Rufy2
Rufy3	Rufy3	ENSMUSG00000029291	5	Rufy3
Rufy4	Rufy4	ENSMUSG00000061815	1	Rufy4
Rundc1	Rundc1	ENSMUSG00000035007	11	Rundc1
Rundc3a	Rundc3a	ENSMUSG00000006575	11	Rundc3a
Rundc3b	Rundc3b	ENSMUSG00000040570	5	Rundc3b
Runx1	Runx1	ENSMUSG00000022952	16	Runx1
Runx1t1	Runx1t1	ENSMUSG00000006586	4	Runx1t1
Runx2	Runx2	ENSMUSG00000039153	17	Runx2
Runx3	Runx3	ENSMUSG00000070691	4	Runx3
Rusc1	Rusc1	ENSMUSG00000041263	3	Rusc1
Rusc2	Rusc2	ENSMUSG00000035969	4	Rusc2
Ruvbl1	Ruvbl1	ENSMUSG00000030079	6	Ruvbl1
Ruvbl2	Ruvbl2	ENSMUSG00000003868	7	Ruvbl2
Rwdd1	Rwdd1	ENSMUSG00000019782	10	Rwdd1
Rwdd2a	Rwdd2a	ENSMUSG00000032417	9	Rwdd2a
Rwdd2b	Rwdd2b	ENSMUSG00000041079	16	Rwdd2b
Rwdd3	Rwdd3	ENSMUSG00000028133	3	Rwdd3
Rwdd4a	Rwdd4a	ENSMUSG00000031568	8	Rwdd4a
Rxfp1	Rxfp1	ENSMUSG00000034009	3	Rxfp1
Rxfp2	Rxfp2	ENSMUSG00000053368	5	Rxfp2
Rxfp3	Rxfp3	ENSMUSG00000060735	15	Rxfp3
Rxfp4	Rxfp4	ENSMUSG00000049741	3	Rxfp4
Rxra	Rxra	ENSMUSG00000015846	2	Rxra
Rxrb	Rxrb	ENSMUSG00000039656	17	Rxrb
Rxrg	Rxrg	ENSMUSG00000015843	1	Rxrg
Rybp	Rybp	ENSMUSG00000072872	6	Rybp
Ryk	Ryk	ENSMUSG00000032547	9	Ryk
Ryr1	Ryr1	ENSMUSG00000030592	7	Ryr1
Ryr2	Ryr2	ENSMUSG00000021313	13	Ryr2
Ryr3	Ryr3	ENSMUSG00000057378	2	Ryr3
S100a1	S100a1	ENSMUSG00000044080	3	S100a1
S100a10	S100a10	ENSMUSG00000041959	3	S100a10
S100a11	S100a11	ENSMUSG00000027907	3	S100a11
S100a13	S100a13	ENSMUSG00000042312	3	S100a13
S100a14	S100a14	ENSMUSG00000042306	3	S100a14
S100a16	S100a16	ENSMUSG00000074457	3	S100a16
S100a3	S100a3	ENSMUSG00000001021	3	S100a3
S100a4	S100a4	ENSMUSG00000001020	3	S100a4
S100a5	S100a5	ENSMUSG00000001023	3	S100a5
S100a6	S100a6	ENSMUSG00000001025	3	S100a6
S100a7a	S100a7a	ENSMUSG00000063767	3	S100a7a
S100a8	S100a8	ENSMUSG00000056054	3	S100a8
S100a9	S100a9	ENSMUSG00000056071	3	S100a9
S100b	S100b	ENSMUSG00000033208	10	S100b
S100g	S100g	ENSMUSG00000040808	X	S100g
S100pbp	S100pbp	ENSMUSG00000040928	4	S100pbp
S100z	S100z	ENSMUSG00000021679	13	S100z
S1pr1	S1pr1	ENSMUSG00000045092	3	S1pr1
S1pr2	S1pr2	ENSMUSG00000043895	9	S1pr2
S1pr3	S1pr3	ENSMUSG00000067586	13	S1pr3
S1pr4	S1pr4	ENSMUSG00000044199	10	S1pr4
S1pr5	S1pr5	ENSMUSG00000045087	9	S1pr5
SCARNA1	NA	NA	NA	SCARNA1
SCARNA11	NA	NA	NA	SCARNA11
SCARNA13	NA	NA	NA	SCARNA13
SCARNA14	NA	NA	NA	SCARNA14
SCARNA15	NA	NA	NA	SCARNA15
SCARNA16	NA	NA	NA	SCARNA16
SCARNA17	NA	NA	NA	SCARNA17
SCARNA18	NA	NA	NA	SCARNA18
SCARNA20	NA	NA	NA	SCARNA20
SCARNA21	NA	NA	NA	SCARNA21
SCARNA23	NA	NA	NA	SCARNA23
SCARNA24	NA	NA	NA	SCARNA24
SCARNA3	NA	NA	NA	SCARNA3
SCARNA4	NA	NA	NA	SCARNA4
SCARNA6	NA	NA	NA	SCARNA6
SNORA1	NA	NA	NA	SNORA1
SNORA11	NA	NA	NA	SNORA11
SNORA12	NA	NA	NA	SNORA12
SNORA13	NA	NA	NA	SNORA13
SNORA14	NA	NA	NA	SNORA14
SNORA16	NA	NA	NA	SNORA16
SNORA17	NA	NA	NA	SNORA17
SNORA18	NA	NA	NA	SNORA18
SNORA19	NA	NA	NA	SNORA19
SNORA2	NA	NA	NA	SNORA2
SNORA20	NA	NA	NA	SNORA20
SNORA21	NA	NA	NA	SNORA21
SNORA22	NA	NA	NA	SNORA22
SNORA24	NA	NA	NA	SNORA24
SNORA25	NA	NA	NA	SNORA25
SNORA26	NA	NA	NA	SNORA26
SNORA27	NA	NA	NA	SNORA27
SNORA28	NA	NA	NA	SNORA28
SNORA29	NA	NA	NA	SNORA29
SNORA3	NA	NA	NA	SNORA3
SNORA30	NA	NA	NA	SNORA30
SNORA31	NA	NA	NA	SNORA31
SNORA32	NA	NA	NA	SNORA32
SNORA33	NA	NA	NA	SNORA33
SNORA35	NA	NA	NA	SNORA35
SNORA36	NA	NA	NA	SNORA36
SNORA38	NA	NA	NA	SNORA38
SNORA4	NA	NA	NA	SNORA4
SNORA40	NA	NA	NA	SNORA40
SNORA41	NA	NA	NA	SNORA41
SNORA42	NA	NA	NA	SNORA42
SNORA43	NA	NA	NA	SNORA43
SNORA44	NA	NA	NA	SNORA44
SNORA46	NA	NA	NA	SNORA46
SNORA48	NA	NA	NA	SNORA48
SNORA49	NA	NA	NA	SNORA49
SNORA5	NA	NA	NA	SNORA5
SNORA50	NA	NA	NA	SNORA50
SNORA51	NA	NA	NA	SNORA51
SNORA52	NA	NA	NA	SNORA52
SNORA53	NA	NA	NA	SNORA53
SNORA54	NA	NA	NA	SNORA54
SNORA55	NA	NA	NA	SNORA55
SNORA57	NA	NA	NA	SNORA57
SNORA58	NA	NA	NA	SNORA58
SNORA61	NA	NA	NA	SNORA61
SNORA62	NA	NA	NA	SNORA62
SNORA63	NA	NA	NA	SNORA63
SNORA64	NA	NA	NA	SNORA64
SNORA65	NA	NA	NA	SNORA65
SNORA66	NA	NA	NA	SNORA66
SNORA67	NA	NA	NA	SNORA67
SNORA68	NA	NA	NA	SNORA68
SNORA69	NA	NA	NA	SNORA69
SNORA7	NA	NA	NA	SNORA7
SNORA70	NA	NA	NA	SNORA70
SNORA71	NA	NA	NA	SNORA71
SNORA72	NA	NA	NA	SNORA72
SNORA73	NA	NA	NA	SNORA73
SNORA74	NA	NA	NA	SNORA74
SNORA75	NA	NA	NA	SNORA75
SNORA76	NA	NA	NA	SNORA76
SNORA77	NA	NA	NA	SNORA77
SNORA79	NA	NA	NA	SNORA79
SNORA8	NA	NA	NA	SNORA8
SNORA81	NA	NA	NA	SNORA81
SNORA84	NA	NA	NA	SNORA84
SNORA9	NA	NA	NA	SNORA9
SNORD101	NA	NA	NA	SNORD101
SNORD102	NA	NA	NA	SNORD102
SNORD103	NA	NA	NA	SNORD103
SNORD105	NA	NA	NA	SNORD105
SNORD107	NA	NA	NA	SNORD107
SNORD11	NA	NA	NA	SNORD11
SNORD111	NA	NA	NA	SNORD111
SNORD112	NA	NA	NA	SNORD112
SNORD113	NA	NA	NA	SNORD113
SNORD115	NA	NA	NA	SNORD115
SNORD116	NA	NA	NA	SNORD116
SNORD12	NA	NA	NA	SNORD12
SNORD121A	NA	NA	NA	SNORD121A
SNORD124	NA	NA	NA	SNORD124
SNORD125	NA	NA	NA	SNORD125
SNORD127	NA	NA	NA	SNORD127
SNORD16	NA	NA	NA	SNORD16
SNORD18	NA	NA	NA	SNORD18
SNORD19	NA	NA	NA	SNORD19
SNORD19B	NA	NA	NA	SNORD19B
SNORD20	NA	NA	NA	SNORD20
SNORD22	NA	NA	NA	SNORD22
SNORD23	NA	NA	NA	SNORD23
SNORD24	NA	NA	NA	SNORD24
SNORD25	NA	NA	NA	SNORD25
SNORD26	NA	NA	NA	SNORD26
SNORD27	NA	NA	NA	SNORD27
SNORD28	NA	NA	NA	SNORD28
SNORD29	NA	NA	NA	SNORD29
SNORD30	NA	NA	NA	SNORD30
SNORD31	NA	NA	NA	SNORD31
SNORD33	NA	NA	NA	SNORD33
SNORD36	NA	NA	NA	SNORD36
SNORD38	NA	NA	NA	SNORD38
SNORD41	NA	NA	NA	SNORD41
SNORD44	NA	NA	NA	SNORD44
SNORD45	NA	NA	NA	SNORD45
SNORD46	NA	NA	NA	SNORD46
SNORD5	NA	NA	NA	SNORD5
SNORD50	NA	NA	NA	SNORD50
SNORD51	NA	NA	NA	SNORD51
SNORD56	NA	NA	NA	SNORD56
SNORD58	NA	NA	NA	SNORD58
SNORD59	NA	NA	NA	SNORD59
SNORD60	NA	NA	NA	SNORD60
SNORD62	NA	NA	NA	SNORD62
SNORD63	NA	NA	NA	SNORD63
SNORD70	NA	NA	NA	SNORD70
SNORD73	NA	NA	NA	SNORD73
SNORD74	NA	NA	NA	SNORD74
SNORD75	NA	NA	NA	SNORD75
SNORD77	NA	NA	NA	SNORD77
SNORD78	NA	NA	NA	SNORD78
SNORD79	NA	NA	NA	SNORD79
SNORD81	NA	NA	NA	SNORD81
SNORD83	NA	NA	NA	SNORD83
SNORD86	NA	NA	NA	SNORD86
SNORD88	NA	NA	NA	SNORD88
SNORD91	NA	NA	NA	SNORD91
SNORD93	NA	NA	NA	SNORD93
SNORD94	NA	NA	NA	SNORD94
SNORD95	NA	NA	NA	SNORD95
Saa1	Saa1	ENSMUSG00000074115	7	Saa1
Saa2	Saa2	ENSMUSG00000057465	7	Saa2
Saa3	Saa3	ENSMUSG00000040026	7	Saa3
Saa4	Saa4	ENSMUSG00000040017	7	Saa4
Saal1	Saal1	ENSMUSG00000006763	7	Saal1
Sac3d1	Sac3d1	ENSMUSG00000024790	19	Sac3d1
Sacm1l	Sacm1l	ENSMUSG00000025240	9	Sacm1l
Sacs	Sacs	ENSMUSG00000048279	14	Sacs
Sae1	Sae1	ENSMUSG00000052833	7	Sae1
Safb	Safb	ENSMUSG00000071054	17	Safb
Safb2	Safb2	ENSMUSG00000042625	17	Safb2
Sag	Sag	ENSMUSG00000056055	1	Sag
Sall1	Sall1	ENSMUSG00000031665	8	Sall1
Sall2	Sall2	ENSMUSG00000049532	14	Sall2
Sall3	Sall3	ENSMUSG00000024565	18	Sall3
Sall4	Sall4	ENSMUSG00000027547	2	Sall4
Samd1	Samd1	ENSMUSG00000079003	8	Samd1
Samd10	Samd10	ENSMUSG00000038605	2	Samd10
Samd12	Samd12	ENSMUSG00000058656	15	Samd12
Samd13	Samd13	ENSMUSG00000048652	3	Samd13
Samd14	Samd14	ENSMUSG00000047181	11	Samd14
Samd15	Samd15	ENSMUSG00000090812	12	Samd15
Samd3	Samd3	ENSMUSG00000051354	10	Samd3
Samd4	Samd4	ENSMUSG00000021838	14	Samd4
Samd4b	Samd4b	ENSMUSG00000109336	7	Samd4b
Samd5	Samd5	ENSMUSG00000060487	10	Samd5
Samd7	Samd7	ENSMUSG00000051860	3	Samd7
Samd8	Samd8	ENSMUSG00000021770	14	Samd8
Samd9l	Samd9l	ENSMUSG00000047735	6	Samd9l
Samhd1	Samhd1	ENSMUSG00000027639	2	Samhd1
Samm50	Samm50	ENSMUSG00000022437	15	Samm50
Samsn1	Samsn1	ENSMUSG00000022876	16	Samsn1
Sap130	Sap130	ENSMUSG00000024260	18	Sap130
Sap18	Sap18	ENSMUSG00000021963	14	Sap18
Sap25	Sap25	ENSMUSG00000079165	5	Sap25
Sap30	Sap30	ENSMUSG00000031609	8	Sap30
Sap30bp	Sap30bp	ENSMUSG00000020755	11	Sap30bp
Sap30l	Sap30l	ENSMUSG00000020519	11	Sap30l
Sar1a	Sar1a	ENSMUSG00000020088	10	Sar1a
Sar1b	Sar1b	ENSMUSG00000020386	11	Sar1b
Sardh	Sardh	ENSMUSG00000009614	2	Sardh
Sarm1	Sarm1	ENSMUSG00000050132	11	Sarm1
Sarnp	Sarnp	ENSMUSG00000078427	10	Sarnp
Sars	Sars	ENSMUSG00000068739	3	Sars
Sars2	Sars2	ENSMUSG00000070699	7	Sars2
Sart1	Sart1	ENSMUSG00000039148	19	Sart1
Sart3	Sart3	ENSMUSG00000018974	5	Sart3
Sash1	Sash1	ENSMUSG00000015305	10	Sash1
Sash3	Sash3	ENSMUSG00000031101	X	Sash3
Sass6	Sass6	ENSMUSG00000027959	3	Sass6
Sat1	Sat1	ENSMUSG00000025283	X	Sat1
Sat2	Sat2	ENSMUSG00000069835	11	Sat2
Satb1	Satb1	ENSMUSG00000023927	17	Satb1
Satb2	Satb2	ENSMUSG00000038331	1	Satb2
Satl1	Satl1	ENSMUSG00000025527	X	Satl1
Sav1	Sav1	ENSMUSG00000021067	12	Sav1
Sbds	Sbds	ENSMUSG00000025337	5	Sbds
Sbf1	Sbf1	ENSMUSG00000036529	15	Sbf1
Sbf2	Sbf2	ENSMUSG00000038371	7	Sbf2
Sbk1	Sbk1	ENSMUSG00000042978	7	Sbk1
Sbk2	Sbk2	ENSMUSG00000030433	7	Sbk2
Sbno1	Sbno1	ENSMUSG00000038095	5	Sbno1
Sbno2	Sbno2	ENSMUSG00000035673	10	Sbno2
Sbp	Sbp	ENSMUSG00000024128	17	Sbp
Sbpl	Sbpl	ENSMUSG00000024125	17	Sbpl
Sbsn	Sbsn	ENSMUSG00000046056	7	Sbsn
Sc4mol	NA	NA	NA	Sc4mol
Sc5d	Sc5d	ENSMUSG00000032018	9	Sc5d
Scaf1	Scaf1	ENSMUSG00000038406	7	Scaf1
Scaf11	Scaf11	ENSMUSG00000033228	15	Scaf11
Scaf4	Scaf4	ENSMUSG00000022983	16	Scaf4
Scaf8	Scaf8	ENSMUSG00000046201	17	Scaf8
Scai	Scai	ENSMUSG00000035236	2	Scai
Scamp1	Scamp1	ENSMUSG00000021687	13	Scamp1
Scamp2	Scamp2	ENSMUSG00000040188	9	Scamp2
Scamp3	Scamp3	ENSMUSG00000028049	3	Scamp3
Scamp4	Scamp4	ENSMUSG00000113949	10	Scamp4
Scamp5	Scamp5	ENSMUSG00000040722	9	Scamp5
Scand1	Scand1	ENSMUSG00000046229	2	Scand1
Scap	Scap	ENSMUSG00000032485	9	Scap
Scaper	Scaper	ENSMUSG00000034007	9	Scaper
Scara3	Scara3	ENSMUSG00000034463	14	Scara3
Scara5	Scara5	ENSMUSG00000022032	14	Scara5
Scarb1	Scarb1	ENSMUSG00000037936	5	Scarb1
Scarb2	Scarb2	ENSMUSG00000029426	5	Scarb2
Scarf1	Scarf1	ENSMUSG00000038188	11	Scarf1
Scarf2	Scarf2	ENSMUSG00000012017	16	Scarf2
Scarna10	Scarna10	ENSMUSG00000089617	6	Scarna10
Scarna13	Scarna13	ENSMUSG00000088789	12	Scarna13
Scarna17	Scarna17	ENSMUSG00000088689	18	Scarna17
Scarna2	Scarna2	ENSMUSG00000088185	3	Scarna2
Scarna3a	Scarna3a	ENSMUSG00000089536	1	Scarna3a
Scarna3b	Scarna3b	ENSMUSG00000088158	12	Scarna3b
Scarna6	Scarna6	ENSMUSG00000089281	1	Scarna6
Scarna8	Scarna8	ENSMUSG00000088958	4	Scarna8
Scarna9	Scarna9	ENSMUSG00000077506	9	Scarna9
Sccpdh	Sccpdh	ENSMUSG00000038936	1	Sccpdh
Scd1	Scd1	ENSMUSG00000037071	19	Scd1
Scd2	Scd2	ENSMUSG00000025203	19	Scd2
Scd3	Scd3	ENSMUSG00000025202	19	Scd3
Scd4	Scd4	ENSMUSG00000050195	19	Scd4
Scel	Scel	ENSMUSG00000022123	14	Scel
Scfd1	Scfd1	ENSMUSG00000020952	12	Scfd1
Scfd2	Scfd2	ENSMUSG00000062110	5	Scfd2
Scg2	Scg2	ENSMUSG00000050711	1	Scg2
Scg3	Scg3	ENSMUSG00000032181	9	Scg3
Scg5	Scg5	ENSMUSG00000023236	2	Scg5
Scgb1a1	Scgb1a1	ENSMUSG00000024653	19	Scgb1a1
Scgb1c1	Scgb1c1	ENSMUSG00000038801	7	Scgb1c1
Scgb2b1-ps	NA	NA	NA	Scgb2b1-ps
Scgb3a1	Scgb3a1	ENSMUSG00000064057	11	Scgb3a1
Scgb3a2	Scgb3a2	ENSMUSG00000038791	18	Scgb3a2
Scgn	Scgn	ENSMUSG00000021337	13	Scgn
Schip1	Schip1	ENSMUSG00000027777	3	Schip1
Scin	Scin	ENSMUSG00000002565	12	Scin
Sclt1	Sclt1	ENSMUSG00000059834	3	Sclt1
Scly	Scly	ENSMUSG00000026307	1	Scly
Scmh1	Scmh1	ENSMUSG00000000085	4	Scmh1
Scml1	Scml1	ENSMUSG00000086540	X	Scml1
Scml2	Scml2	ENSMUSG00000000037	X	Scml2
Scml4	Scml4	ENSMUSG00000044770	10	Scml4
Scn10a	Scn10a	ENSMUSG00000034533	9	Scn10a
Scn11a	Scn11a	ENSMUSG00000034115	9	Scn11a
Scn1a	Scn1a	ENSMUSG00000064329	2	Scn1a
Scn1b	Scn1b	ENSMUSG00000019194	7	Scn1b
Scn2a1	NA	NA	NA	Scn2a1
Scn2b	Scn2b	ENSMUSG00000070304	9	Scn2b
Scn3a	Scn3a	ENSMUSG00000057182	2	Scn3a
Scn3b	Scn3b	ENSMUSG00000049281	9	Scn3b
Scn4a	Scn4a	ENSMUSG00000001027	11	Scn4a
Scn4b	Scn4b	ENSMUSG00000046480	9	Scn4b
Scn5a	Scn5a	ENSMUSG00000032511	9	Scn5a
Scn7a	Scn7a	ENSMUSG00000034810	2	Scn7a
Scn8a	Scn8a	ENSMUSG00000023033	15	Scn8a
Scn9a	Scn9a	ENSMUSG00000075316	2	Scn9a
Scnm1	Scnm1	ENSMUSG00000092607	3	Scnm1
Scnn1a	Scnn1a	ENSMUSG00000030340	6	Scnn1a
Scnn1b	Scnn1b	ENSMUSG00000030873	7	Scnn1b
Scnn1g	Scnn1g	ENSMUSG00000000216	7	Scnn1g
Sco1	Sco1	ENSMUSG00000069844	11	Sco1
Sco2	Sco2	ENSMUSG00000091780	15	Sco2
Scoc	Scoc	ENSMUSG00000063253	8	Scoc
Scp2	Scp2	ENSMUSG00000028603	4	Scp2
Scp2-ps2	Scp2-ps2	ENSMUSG00000058492	9	Scp2-ps2
Scpep1	Scpep1	ENSMUSG00000000278	11	Scpep1
Scrg1	Scrg1	ENSMUSG00000031610	8	Scrg1
Scrib	Scrib	ENSMUSG00000022568	15	Scrib
Scrn1	Scrn1	ENSMUSG00000019124	6	Scrn1
Scrn2	Scrn2	ENSMUSG00000020877	11	Scrn2
Scrn3	Scrn3	ENSMUSG00000008226	2	Scrn3
Scrt1	Scrt1	ENSMUSG00000048385	15	Scrt1
Scrt2	Scrt2	ENSMUSG00000060257	2	Scrt2
Sct	Sct	ENSMUSG00000038580	7	Sct
Sctr	Sctr	ENSMUSG00000026387	1	Sctr
Scube1	Scube1	ENSMUSG00000016763	15	Scube1
Scube2	Scube2	ENSMUSG00000007279	7	Scube2
Scube3	Scube3	ENSMUSG00000038677	17	Scube3
Scx	Scx	ENSMUSG00000034161	15	Scx
