ensembl_gene_id	chromosome_name
YCL004W	YCL004W	III
YCL002C	YCL002C	III
YCL001W	YCL001W	III
YCL001W.A	YCL001W.A	NA
YCL001W.B	YCL001W.B	NA
YCR001W	YCR001W	III
YCR002C	YCR002C	III
YCR003W	YCR003W	III
YCR004C	YCR004C	III
YCR005C	YCR005C	III
YCR006C	YCR006C	III
YCR007C	YCR007C	III
YCR008W	YCR008W	III
YCR009C	YCR009C	III
YCR010C	YCR010C	III
YCR011C	YCR011C	III
YCR012W	YCR012W	III
YCR013C	YCR013C	III
YCR014C	YCR014C	III
YCR015C	YCR015C	III
snR33	snR33	III
YCR016W	YCR016W	III
YCR017C	YCR017C	III
YCR018C	YCR018C	III
YCR018C.A	YCR018C.A	NA
YCR019W	YCR019W	III
YCR020C	YCR020C	III
YCR020C.A	YCR020C.A	NA
YCR020W.B	YCR020W.B	NA
YCR021C	YCR021C	III
YCR022C	YCR022C	III
YCR023C	YCR023C	III
YCR024C	YCR024C	III
YCR024C.B	YCR024C.B	NA
YCR024C.A	YCR024C.A	NA
YCR025C	YCR025C	III
YCR026C	YCR026C	III
YCR027C	YCR027C	III
YCR028C	YCR028C	III
YCR028C.A	YCR028C.A	NA
YCR030C	YCR030C	III
snR65	snR65	III
YCR031C	YCR031C	III
snR189	snR189	III
YCR032W	YCR032W	III
YCR033W	YCR033W	III
YCR034W	YCR034W	III
YCR035C	YCR035C	III
YCR036W	YCR036W	III
YCR037C	YCR037C	III
YCR038C	YCR038C	III
YCR038W.A	YCR038W.A	NA
YCR039C	YCR039C	III
YCR040W	YCR040W	III
YCR041W	YCR041W	III
YCR042C	YCR042C	III
YCR043C	YCR043C	III
YCR044C	YCR044C	III
YCR045C	YCR045C	III
YCR045W.A	YCR045W.A	NA
YCR046C	YCR046C	III
YCR047C	YCR047C	III
YCR047W.A	YCR047W.A	NA
YCR049C	YCR049C	III
YCR048W	YCR048W	III
YCR050C	YCR050C	III
YCR051W	YCR051W	III
YCR052W	YCR052W	III
YCR053W	YCR053W	III
YCR054C	YCR054C	III
YCR057C	YCR057C	III
YCR059C	YCR059C	III
YCR060W	YCR060W	III
YCR061W	YCR061W	III
YCR064C	YCR064C	III
YCR063W	YCR063W	III
YCR065W	YCR065W	III
YCR066W	YCR066W	III
YCR067C	YCR067C	III
YCR068W	YCR068W	III
YCR069W	YCR069W	III
YCR071C	YCR071C	III
YCR072C	YCR072C	III
YCR073C	YCR073C	III
YCR073W.A	YCR073W.A	NA
YCR075C	YCR075C	III
YCR075W.A	YCR075W.A	NA
YCR076C	YCR076C	III
YCR077C	YCR077C	III
YCR079W	YCR079W	III
YCR081W	YCR081W	III
YCR081C.A	YCR081C.A	NA
YCR082W	YCR082W	III
YCR083W	YCR083W	III
YCR084C	YCR084C	III
YCR085W	YCR085W	III
YCR086W	YCR086W	III
YCR087W	YCR087W	III
YCR087C.A	YCR087C.A	NA
YCR088W	YCR088W	III
YCR089W	YCR089W	III
YCR090C	YCR090C	III
YCR091W	YCR091W	III
YCR092C	YCR092C	III
YCR093W	YCR093W	III
YCR094W	YCR094W	III
YCR095C	YCR095C	III
YCR095W.A	YCR095W.A	NA
YCR096C	YCR096C	III
YCR097W	YCR097W	III
YCR097W.A	YCR097W.A	NA
YCR098C	YCR098C	III
YCR099C	YCR099C	III
YCR100C	YCR100C	III
YCR101C	YCR101C	III
YCR102C	YCR102C	III
YCR102W.A	YCR102W.A	NA
YCR104W	YCR104W	III
YCR105W	YCR105W	III
YCR106W	YCR106W	III
YCR107W	YCR107W	III
YCR108C	YCR108C	III
YFL068W	YFL068W	VI
YFL067W	YFL067W	VI
YFL066C	YFL066C	VI
YFL065C	YFL065C	VI
YFL064C	YFL064C	VI
YFL063W	YFL063W	VI
YFL062W	YFL062W	VI
YFL061W	YFL061W	VI
YFL060C	YFL060C	VI
YFL059W	YFL059W	VI
YFL058W	YFL058W	VI
YFL057C	YFL057C	NA
YFL056C	YFL056C	VI
YFL055W	YFL055W	VI
YFL054C	YFL054C	VI
YFL053W	YFL053W	VI
YFL052W	YFL052W	VI
YFL051C	YFL051C	VI
YFL050C	YFL050C	VI
YFL049W	YFL049W	VI
YFL048C	YFL048C	VI
YFL047W	YFL047W	VI
YFL046W	YFL046W	VI
YFL045C	YFL045C	VI
YFL044C	YFL044C	VI
YFL042C	YFL042C	VI
YFL041W.A	YFL041W.A	NA
YFL041W	YFL041W	VI
YFL040W	YFL040W	VI
YFL039C	YFL039C	VI
YFL038C	YFL038C	VI
YFL037W	YFL037W	VI
RUF21	RUF21	VI
YFL036W	YFL036W	VI
YFL034C.B	YFL034C.B	NA
YFL034C.A	YFL034C.A	NA
YFL034W	YFL034W	VI
YFL033C	YFL033C	VI
YFL032W	YFL032W	VI
YFL031W	YFL031W	VI
YFL031C.A	YFL031C.A	NA
YFL030W	YFL030W	VI
YFL029C	YFL029C	VI
YFL028C	YFL028C	VI
YFL027C	YFL027C	VI
YFL026W	YFL026W	VI
YFL025C	YFL025C	VI
YFL024C	YFL024C	VI
YFL023W	YFL023W	VI
YFL022C	YFL022C	VI
YFL021C.A	YFL021C.A	NA
YFL021W	YFL021W	VI
YFL020C	YFL020C	VI
YFL019C	YFL019C	VI
YFL018C	YFL018C	VI
YFL017W.A	YFL017W.A	NA
YFL017C	YFL017C	VI
YFL016C	YFL016C	VI
YFL015W.A	YFL015W.A	NA
YFL015C	YFL015C	VI
YFL014W	YFL014W	VI
YFL013W.A	YFL013W.A	NA
YFL013C	YFL013C	VI
YFL012W.A	YFL012W.A	NA
YFL012W	YFL012W	VI
YFL011W	YFL011W	VI
YFL010W.A	YFL010W.A	NA
YFL010C	YFL010C	VI
YFL009W	YFL009W	VI
YFL008W	YFL008W	VI
YFL007W	YFL007W	VI
YFL005W	YFL005W	VI
RUF20	RUF20	VI
YFL004W	YFL004W	VI
YFL003C	YFL003C	VI
YFL002W.A	YFL002W.A	NA
YFL002W.B	YFL002W.B	NA
YFL002C	YFL002C	VI
YFL001W	YFL001W	VI
YFR001W	YFR001W	VI
YFR002W	YFR002W	VI
YFR003C	YFR003C	VI
YFR004W	YFR004W	VI
YFR005C	YFR005C	VI
YFR006W	YFR006W	VI
YFR007W	YFR007W	VI
YFR008W	YFR008W	VI
YFR009W	YFR009W	VI
YFR009W.A	YFR009W.A	NA
YFR010W	YFR010W	VI
YFR010W.A	YFR010W.A	NA
YFR011C	YFR011C	VI
YFR012W	YFR012W	VI
YFR012W.A	YFR012W.A	NA
YFR013W	YFR013W	VI
YFR014C	YFR014C	VI
YFR015C	YFR015C	VI
YFR016C	YFR016C	VI
YFR017C	YFR017C	VI
YFR018C	YFR018C	VI
YFR019W	YFR019W	VI
YFR020W	YFR020W	VI
YFR021W	YFR021W	VI
YFR022W	YFR022W	VI
RUF22	RUF22	VI
YFR023W	YFR023W	VI
YFR024C.A	YFR024C.A	NA
YFR025C	YFR025C	VI
YFR026C	YFR026C	VI
YFR027W	YFR027W	VI
YFR028C	YFR028C	VI
YFR029W	YFR029W	VI
YFR030W	YFR030W	VI
YFR031C	YFR031C	VI
YFR031C.A	YFR031C.A	NA
RUF23	RUF23	VI
YFR032C	YFR032C	VI
YFR032C.A	YFR032C.A	NA
YFR032C.B	YFR032C.B	NA
YFR033C	YFR033C	VI
YFR034C	YFR034C	VI
YFR034W.A	YFR034W.A	NA
YFR035C	YFR035C	VI
YFR036W	YFR036W	VI
YFR036W.A	YFR036W.A	NA
YFR037C	YFR037C	VI
YFR038W	YFR038W	VI
YFR039C	YFR039C	VI
YFR040W	YFR040W	VI
YFR041C	YFR041C	VI
YFR042W	YFR042W	VI
YFR043C	YFR043C	VI
YFR044C	YFR044C	VI
YFR045W	YFR045W	VI
YFR046C	YFR046C	VI
YFR047C	YFR047C	VI
YFR048W	YFR048W	VI
YFR049W	YFR049W	VI
YFR050C	YFR050C	VI
YFR051C	YFR051C	VI
YFR052W	YFR052W	VI
YFR052C.A	YFR052C.A	NA
YFR053C	YFR053C	VI
YFR054C	YFR054C	VI
YFR056C	YFR056C	VI
YFR055W	YFR055W	VI
YFR057W	YFR057W	VI
YAL069W	YAL069W	I
YAL068W.A	YAL068W.A	NA
YAL068C	YAL068C	I
YAL067W.A	YAL067W.A	NA
YAL067C	YAL067C	I
YAL066W	YAL066W	I
YAL065C	YAL065C	I
YAL064W.B	YAL064W.B	NA
YAL064C.A	YAL064C.A	NA
YAL064W	YAL064W	I
YAL063C.A	YAL063C.A	NA
YAL063C	YAL063C	I
YAL062W	YAL062W	I
YAL061W	YAL061W	I
YAL060W	YAL060W	I
YAL059C.A	YAL059C.A	NA
YAL059W	YAL059W	I
YAL058W	YAL058W	I
YAL056C.A	YAL056C.A	NA
YAL056W	YAL056W	I
YAL055W	YAL055W	I
YAL054C	YAL054C	I
YAL053W	YAL053W	I
YAL051W	YAL051W	I
YAL049C	YAL049C	I
YAL048C	YAL048C	I
YAL047W.A	YAL047W.A	NA
YAL047C	YAL047C	I
YAL046C	YAL046C	I
YAL045C	YAL045C	I
YAL044W.A	YAL044W.A	NA
YAL044C	YAL044C	I
YAL043C	YAL043C	I
YAL042C.A	YAL042C.A	NA
YAL042W	YAL042W	I
YAL041W	YAL041W	I
YAL040C	YAL040C	I
YAL039C	YAL039C	I
YAL038W	YAL038W	I
YAL037C.B	YAL037C.B	NA
YAL037C.A	YAL037C.A	NA
YAL037W	YAL037W	I
YAL036C	YAL036C	I
YAL035W	YAL035W	I
YAL034C.B	YAL034C.B	NA
YAL034W.A	YAL034W.A	NA
YAL034C	YAL034C	I
YAL033W	YAL033W	I
YAL032C	YAL032C	I
YAL031W.A	YAL031W.A	NA
YAL031C	YAL031C	I
YAL030W	YAL030W	I
YAL029C	YAL029C	I
YAL028W	YAL028W	I
YAL027W	YAL027W	I
YAL026C.A	YAL026C.A	NA
YAL026C	YAL026C	I
HRA1	HRA1	I
YAL025C	YAL025C	I
YAL024C	YAL024C	I
YAL023C	YAL023C	I
YAL022C	YAL022C	I
YAL021C	YAL021C	I
YAL020C	YAL020C	I
YAL019W.A	YAL019W.A	NA
YAL019W	YAL019W	I
YAL018C	YAL018C	I
YAL017W	YAL017W	I
YAL016C.B	YAL016C.B	NA
YAL016C.A	YAL016C.A	NA
YAL016W	YAL016W	I
YAL015C	YAL015C	I
YAL014C	YAL014C	I
YAL013W	YAL013W	I
YAL012W	YAL012W	I
YAL011W	YAL011W	I
YAL010C	YAL010C	I
YAL009W	YAL009W	I
YAL008W	YAL008W	I
YAL007C	YAL007C	I
YAL005C	YAL005C	I
YAL004W	YAL004W	I
YAL003W	YAL003W	I
snR18	snR18	I
YAL002W	YAL002W	I
YAL001C	YAL001C	I
YAR002W	YAR002W	I
YAR002C.A	YAR002C.A	NA
YAR003W	YAR003W	I
YAR007C	YAR007C	I
YAR008W	YAR008W	I
YAR009C	YAR009C	NA
YAR010C	YAR010C	NA
YAR014C	YAR014C	I
YAR015W	YAR015W	I
YAR018C	YAR018C	I
YAR019C	YAR019C	I
YAR019W.A	YAR019W.A	NA
YAR020C	YAR020C	I
YAR023C	YAR023C	I
YAR027W	YAR027W	I
YAR028W	YAR028W	I
YAR029W	YAR029W	I
YAR030C	YAR030C	I
YAR031W	YAR031W	I
YAR033W	YAR033W	I
YAR035W	YAR035W	I
YAR035C.A	YAR035C.A	NA
YAR042W	YAR042W	I
YAR047C	YAR047C	I
YAR050W	YAR050W	I
YAR053W	YAR053W	I
YAR060C	YAR060C	I
YAR061W	YAR061W	I
YAR062W	YAR062W	NA
YAR064W	YAR064W	I
YAR066W	YAR066W	I
YAR068W	YAR068W	I
YAR069C	YAR069C	I
YAR070C	YAR070C	I
YAR071W	YAR071W	I
YAR073W	YAR073W	I
YAR075W	YAR075W	I
Q0010	Q0010	Mito
Q0017	Q0017	Mito
X15S_rRNA	X15S_rRNA	NA
Q0032	Q0032	Mito
Q0055	Q0055	Mito
Q0065	Q0065	Mito
Q0045	Q0045	Mito
Q0070	Q0070	Mito
Q0050	Q0050	Mito
Q0060	Q0060	Mito
Q0075	Q0075	Mito
Q0080	Q0080	Mito
Q0085	Q0085	Mito
Q0092	Q0092	Mito
Q0110	Q0110	Mito
Q0105	Q0105	Mito
Q0120	Q0120	Mito
Q0115	Q0115	Mito
Q0130	Q0130	Mito
Q0140	Q0140	Mito
Q0142	Q0142	Mito
Q0143	Q0143	Mito
Q0144	Q0144	Mito
X21S_rRNA	X21S_rRNA	NA
Q0160	Q0160	Mito
Q0182	Q0182	Mito
Q0250	Q0250	Mito
Q0255	Q0255	Mito
Q0275	Q0275	Mito
RPM1	RPM1	NA
Q0297	Q0297	Mito
KANMX	KANMX	NA
NATMX	NATMX	NA
