hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
RPS20P5	RPS20P5	ENSG00000236888	1	RPS20P5
RPS21	RPS21	ENSG00000171858	20	RPS21
RPS21P1	RPS21P1	ENSG00000282862	CHR_HSCHR1_5_CTG32_1	RPS21P1
RPS21P4	RPS21P4	ENSG00000242358	4	RPS21P4
RPS23	RPS23	ENSG00000186468	5	RPS23
RPS23P1	RPS23P1	ENSG00000243504	8	RPS23P1
RPS23P10	RPS23P10	ENSG00000224203	1	RPS23P10
RPS23P2	RPS23P2	ENSG00000213448	4	RPS23P2
RPS23P3	RPS23P3	ENSG00000244099	4	RPS23P3
RPS23P4	RPS23P4	ENSG00000240992	4	RPS23P4
RPS23P6	RPS23P6	ENSG00000241641	16	RPS23P6
RPS23P7	RPS23P7	ENSG00000239527	17	RPS23P7
RPS23P8	RPS23P8	ENSG00000230629	X	RPS23P8
RPS23P9	RPS23P9	ENSG00000231586	1	RPS23P9
RPS24	RPS24	ENSG00000138326	10	RPS24
RPS24P1	RPS24P1	ENSG00000236477	Y	RPS24P1
RPS24P12	RPS24P12	ENSG00000220237	6	RPS24P12
RPS24P13	RPS24P13	ENSG00000233190	10	RPS24P13
RPS24P14	RPS24P14	ENSG00000223688	11	RPS24P14
RPS24P16	RPS24P16	ENSG00000242634	15	RPS24P16
RPS24P17	RPS24P17	ENSG00000243988	16	RPS24P17
RPS24P18	RPS24P18	ENSG00000243925	18	RPS24P18
RPS24P6	RPS24P6	ENSG00000233158	2	RPS24P6
RPS24P7	RPS24P7	ENSG00000227361	2	RPS24P7
RPS24P8	RPS24P8	ENSG00000224094	3	RPS24P8
RPS25	RPS25	ENSG00000280831	CHR_HG2217_PATCH	RPS25
RPS26	RPS26	ENSG00000197728	12	RPS26
RPS26P11	RPS26P11	ENSG00000196933	X	RPS26P11
RPS26P13	RPS26P13	ENSG00000227887	1	RPS26P13
RPS26P15	RPS26P15	ENSG00000223416	1	RPS26P15
RPS26P2	RPS26P2	ENSG00000233278	9	RPS26P2
RPS26P21	RPS26P21	ENSG00000242829	3	RPS26P21
RPS26P3	RPS26P3	ENSG00000282942	CHR_HSCHR9_1_CTG6	RPS26P3
RPS26P30	RPS26P30	ENSG00000234839	7	RPS26P30
RPS26P31	RPS26P31	ENSG00000235459	7	RPS26P31
RPS26P34	RPS26P34	ENSG00000240427	8	RPS26P34
RPS26P35	RPS26P35	ENSG00000242206	8	RPS26P35
RPS26P4	RPS26P4	ENSG00000228349	21	RPS26P4
RPS26P43	RPS26P43	ENSG00000244641	11	RPS26P43
RPS26P47	RPS26P47	ENSG00000234354	13	RPS26P47
RPS26P49	RPS26P49	ENSG00000239365	14	RPS26P49
RPS26P52	RPS26P52	ENSG00000242307	16	RPS26P52
RPS26P54	RPS26P54	ENSG00000224161	18	RPS26P54
RPS26P55	RPS26P55	ENSG00000239210	19	RPS26P55
RPS26P56	RPS26P56	ENSG00000226339	X	RPS26P56
RPS26P6	RPS26P6	ENSG00000212994	8	RPS26P6
RPS26P8	RPS26P8	ENSG00000282238	CHR_HSCHR17_2_CTG5	RPS26P8
RPS27	RPS27	ENSG00000177954	1	RPS27
RPS27A	RPS27A	ENSG00000143947	2	RPS27A
RPS27AP1	RPS27AP1	ENSG00000242692	17	RPS27AP1
RPS27AP14	RPS27AP14	ENSG00000236594	9	RPS27AP14
RPS27AP2	RPS27AP2	ENSG00000232333	20	RPS27AP2
RPS27AP3	RPS27AP3	ENSG00000226144	20	RPS27AP3
RPS27L	RPS27L	ENSG00000185088	15	RPS27L
RPS27P1	RPS27P1	ENSG00000223876	10	RPS27P1
RPS27P14	RPS27P14	ENSG00000274567	CHR_HSCHR5_2_CTG1_1	RPS27P14
RPS27P15	RPS27P15	ENSG00000218459	6	RPS27P15
RPS27P16	RPS27P16	ENSG00000225907	7	RPS27P16
RPS27P20	RPS27P20	ENSG00000240121	11	RPS27P20
RPS27P22	RPS27P22	ENSG00000241451	12	RPS27P22
RPS27P23	RPS27P23	ENSG00000239413	12	RPS27P23
RPS27P25	RPS27P25	ENSG00000239881	12	RPS27P25
RPS27P26	RPS27P26	ENSG00000240043	16	RPS27P26
RPS27P27	RPS27P27	ENSG00000244043	16	RPS27P27
RPS27P29	RPS27P29	ENSG00000240231	19	RPS27P29
RPS27P5	RPS27P5	ENSG00000238183	1	RPS27P5
RPS28	RPS28	ENSG00000233927	19	RPS28
RPS28P1	RPS28P1	ENSG00000285273	CHR_HSCHR14_8_CTG1	RPS28P1
RPS28P7	RPS28P7	ENSG00000227097	11	RPS28P7
RPS29	RPS29	ENSG00000213741	14	RPS29
RPS29P12	RPS29P12	ENSG00000243664	5	RPS29P12
RPS29P13	RPS29P13	ENSG00000217089	6	RPS29P13
RPS29P20	RPS29P20	ENSG00000240385	11	RPS29P20
RPS29P22	RPS29P22	ENSG00000240873	17	RPS29P22
RPS29P24	RPS29P24	ENSG00000244253	19	RPS29P24
RPS29P26	RPS29P26	ENSG00000239320	19	RPS29P26
RPS29P28	RPS29P28	ENSG00000232069	X	RPS29P28
RPS29P6	RPS29P6	ENSG00000230451	1	RPS29P6
RPS2P1	RPS2P1	ENSG00000225246	20	RPS2P1
RPS2P2	RPS2P2	ENSG00000177776	14	RPS2P2
RPS2P24	RPS2P24	ENSG00000244019	5	RPS2P24
RPS2P28	RPS2P28	ENSG00000179157	6	RPS2P28
RPS2P32	RPS2P32	ENSG00000232818	7	RPS2P32
RPS2P35	RPS2P35	ENSG00000238172	9	RPS2P35
RPS2P39	RPS2P39	ENSG00000240698	11	RPS2P39
RPS2P4	RPS2P4	ENSG00000196183	14	RPS2P4
RPS2P41	RPS2P41	ENSG00000244060	12	RPS2P41
RPS2P44	RPS2P44	ENSG00000243609	16	RPS2P44
RPS2P45	RPS2P45	ENSG00000244378	16	RPS2P45
RPS2P46	RPS2P46	ENSG00000189343	17	RPS2P46
RPS2P48	RPS2P48	ENSG00000233380	17	RPS2P48
RPS2P5	RPS2P5	ENSG00000240342	12	RPS2P5
RPS2P52	RPS2P52	ENSG00000213726	19	RPS2P52
RPS2P55	RPS2P55	ENSG00000216866	X	RPS2P55
RPS2P6	RPS2P6	ENSG00000285060	CHR_HG2442_PATCH	RPS2P6
RPS2P7	RPS2P7	ENSG00000235508	20	RPS2P7
RPS3	RPS3	ENSG00000149273	11	RPS3
RPS3A	RPS3A	ENSG00000145425	4	RPS3A
RPS3AP1	RPS3AP1	ENSG00000233206	21	RPS3AP1
RPS3AP12	RPS3AP12	ENSG00000236804	1	RPS3AP12
RPS3AP14	RPS3AP14	ENSG00000242229	3	RPS3AP14
RPS3AP15	RPS3AP15	ENSG00000244674	3	RPS3AP15
RPS3AP17	RPS3AP17	ENSG00000244031	4	RPS3AP17
RPS3AP2	RPS3AP2	ENSG00000219027	16	RPS3AP2
RPS3AP22	RPS3AP22	ENSG00000240083	5	RPS3AP22
RPS3AP23	RPS3AP23	ENSG00000218351	6	RPS3AP23
RPS3AP24	RPS3AP24	ENSG00000217684	6	RPS3AP24
RPS3AP25	RPS3AP25	ENSG00000232385	7	RPS3AP25
RPS3AP26	RPS3AP26	ENSG00000214389	7	RPS3AP26
RPS3AP29	RPS3AP29	ENSG00000237818	7	RPS3AP29
RPS3AP3	RPS3AP3	ENSG00000231241	20	RPS3AP3
RPS3AP30	RPS3AP30	ENSG00000285129	CHR_HG76_PATCH	RPS3AP30
RPS3AP32	RPS3AP32	ENSG00000240047	8	RPS3AP32
RPS3AP33	RPS3AP33	ENSG00000285381	CHR_HG76_PATCH	RPS3AP33
RPS3AP34	RPS3AP34	ENSG00000284920	CHR_HG76_PATCH	RPS3AP34
RPS3AP35	RPS3AP35	ENSG00000284751	CHR_HG76_PATCH	RPS3AP35
RPS3AP39	RPS3AP39	ENSG00000237226	11	RPS3AP39
RPS3AP4	RPS3AP4	ENSG00000259105	14	RPS3AP4
RPS3AP40	RPS3AP40	ENSG00000243672	11	RPS3AP40
RPS3AP41	RPS3AP41	ENSG00000239481	11	RPS3AP41
RPS3AP42	RPS3AP42	ENSG00000244244	11	RPS3AP42
RPS3AP43	RPS3AP43	ENSG00000242661	12	RPS3AP43
RPS3AP44	RPS3AP44	ENSG00000234031	13	RPS3AP44
RPS3AP46	RPS3AP46	ENSG00000226132	14	RPS3AP46
RPS3AP47	RPS3AP47	ENSG00000205871	15	RPS3AP47
RPS3AP49	RPS3AP49	ENSG00000242060	18	RPS3AP49
RPS3AP5	RPS3AP5	ENSG00000178429	10	RPS3AP5
RPS3AP50	RPS3AP50	ENSG00000243864	19	RPS3AP50
RPS3AP52	RPS3AP52	ENSG00000230405	13	RPS3AP52
RPS3AP53	RPS3AP53	ENSG00000227578	3	RPS3AP53
RPS3AP54	RPS3AP54	ENSG00000229057	9	RPS3AP54
RPS3AP6	RPS3AP6	ENSG00000234797	15	RPS3AP6
RPS3AP9	RPS3AP9	ENSG00000231022	1	RPS3AP9
RPS3P1	RPS3P1	ENSG00000230935	20	RPS3P1
RPS3P2	RPS3P2	ENSG00000231307	20	RPS3P2
RPS3P6	RPS3P6	ENSG00000213363	12	RPS3P6
RPS3P7	RPS3P7	ENSG00000243101	16	RPS3P7
RPS4X	RPS4X	ENSG00000198034	X	RPS4X
RPS4XP1	RPS4XP1	ENSG00000214203	12	RPS4XP1
RPS4XP10	RPS4XP10	ENSG00000244217	8	RPS4XP10
RPS4XP11	RPS4XP11	ENSG00000234335	10	RPS4XP11
RPS4XP13	RPS4XP13	ENSG00000240371	11	RPS4XP13
RPS4XP14	RPS4XP14	ENSG00000284817	CHR_HG1815_PATCH	RPS4XP14
RPS4XP15	RPS4XP15	ENSG00000240721	12	RPS4XP15
RPS4XP16	RPS4XP16	ENSG00000224892	13	RPS4XP16
RPS4XP17	RPS4XP17	ENSG00000284153	CHR_HG2285_HG106_HG2252_PATCH	RPS4XP17
RPS4XP18	RPS4XP18	ENSG00000282839	CHR_HSCHR18_5_CTG1_1	RPS4XP18
RPS4XP19	RPS4XP19	ENSG00000242058	18	RPS4XP19
RPS4XP2	RPS4XP2	ENSG00000226948	20	RPS4XP2
RPS4XP20	RPS4XP20	ENSG00000249987	19	RPS4XP20
RPS4XP21	RPS4XP21	ENSG00000186008	19	RPS4XP21
RPS4XP22	RPS4XP22	ENSG00000239830	19	RPS4XP22
RPS4XP23	RPS4XP23	ENSG00000239253	19	RPS4XP23
RPS4XP3	RPS4XP3	ENSG00000214541	20	RPS4XP3
RPS4XP4	RPS4XP4	ENSG00000215520	1	RPS4XP4
RPS4XP5	RPS4XP5	ENSG00000229920	2	RPS4XP5
RPS4XP6	RPS4XP6	ENSG00000244073	5	RPS4XP6
RPS4XP7	RPS4XP7	ENSG00000218265	6	RPS4XP7
RPS4XP8	RPS4XP8	ENSG00000219146	6	RPS4XP8
RPS4XP9	RPS4XP9	ENSG00000217404	6	RPS4XP9
RPS4Y1	RPS4Y1	ENSG00000129824	Y	RPS4Y1
RPS5	RPS5	ENSG00000083845	19	RPS5
RPS5P2	RPS5P2	ENSG00000224598	21	RPS5P2
RPS5P3	RPS5P3	ENSG00000262148	CHR_HSCHR21_4_CTG1_1	RPS5P3
RPS5P7	RPS5P7	ENSG00000225381	X	RPS5P7
RPS6	RPS6	ENSG00000137154	9	RPS6
RPS6KA1	RPS6KA1	ENSG00000281877	CHR_HG2058_PATCH	RPS6KA1
RPS6KA2	RPS6KA2	ENSG00000071242	6	RPS6KA2
RPS6KA2-IT1	RPS6KA2-IT1	ENSG00000232082	6	RPS6KA2-IT1
RPS6KA3	RPS6KA3	ENSG00000177189	X	RPS6KA3
RPS6KA4	RPS6KA4	ENSG00000162302	11	RPS6KA4
RPS6KA5	RPS6KA5	ENSG00000100784	14	RPS6KA5
RPS6KB1	RPS6KB1	ENSG00000108443	17	RPS6KB1
RPS6KB2	RPS6KB2	ENSG00000175634	11	RPS6KB2
RPS6KC1	RPS6KC1	ENSG00000136643	1	RPS6KC1
RPS6KL1	RPS6KL1	ENSG00000198208	14	RPS6KL1
RPS6P12	RPS6P12	ENSG00000233309	9	RPS6P12
RPS6P16	RPS6P16	ENSG00000243250	11	RPS6P16
RPS6P2	RPS6P2	ENSG00000231541	2	RPS6P2
RPS6P20	RPS6P20	ENSG00000226356	12	RPS6P20
RPS6P21	RPS6P21	ENSG00000243499	12	RPS6P21
RPS6P22	RPS6P22	ENSG00000262159	CHR_HSCHR12_2_CTG2_1	RPS6P22
RPS6P23	RPS6P23	ENSG00000230871	13	RPS6P23
RPS6P7	RPS6P7	ENSG00000219253	6	RPS6P7
RPS6P8	RPS6P8	ENSG00000224221	6	RPS6P8
RPS7	RPS7	ENSG00000171863	2	RPS7
RPS7P1	RPS7P1	ENSG00000263266	17	RPS7P1
RPS7P10	RPS7P10	ENSG00000226525	13	RPS7P10
RPS7P11	RPS7P11	ENSG00000282052	CHR_HSCHR17_2_CTG5	RPS7P11
RPS7P12	RPS7P12	ENSG00000237432	X	RPS7P12
RPS7P13	RPS7P13	ENSG00000235425	X	RPS7P13
RPS7P14	RPS7P14	ENSG00000213695	X	RPS7P14
RPS7P15	RPS7P15	ENSG00000237170	4	RPS7P15
RPS7P2	RPS7P2	ENSG00000231837	1	RPS7P2
RPS7P3	RPS7P3	ENSG00000231940	1	RPS7P3
RPS7P4	RPS7P4	ENSG00000229133	1	RPS7P4
RPS7P5	RPS7P5	ENSG00000217327	1	RPS7P5
RPS7P6	RPS7P6	ENSG00000215278	4	RPS7P6
RPS7P7	RPS7P7	ENSG00000240167	4	RPS7P7
RPS7P8	RPS7P8	ENSG00000213183	6	RPS7P8
RPS7P9	RPS7P9	ENSG00000233353	10	RPS7P9
RPS8	RPS8	ENSG00000142937	1	RPS8
RPS8P3	RPS8P3	ENSG00000215457	18	RPS8P3
RPS8P6	RPS8P6	ENSG00000231660	3	RPS8P6
RPS9	RPS9	ENSG00000278270	CHR_HSCHR19LRC_PGF1_CTG3_1	RPS9
RPS9P1	RPS9P1	ENSG00000214889	21	RPS9P1
RPSA	RPSA	ENSG00000168028	3	RPSA
RPSAP1	RPSAP1	ENSG00000228820	20	RPSAP1
RPSAP14	RPSAP14	ENSG00000233984	X	RPSAP14
RPSAP15	RPSAP15	ENSG00000237506	X	RPSAP15
RPSAP2	RPSAP2	ENSG00000249814	CHR_HSCHR6_MHC_SSTO_CTG1	RPSAP2
RPSAP23	RPSAP23	ENSG00000230391	2	RPSAP23
RPSAP31	RPSAP31	ENSG00000234371	3	RPSAP31
RPSAP34	RPSAP34	ENSG00000239939	4	RPSAP34
RPSAP35	RPSAP35	ENSG00000237684	4	RPSAP35
RPSAP37	RPSAP37	ENSG00000241888	5	RPSAP37
RPSAP4	RPSAP4	ENSG00000239269	14	RPSAP4
RPSAP41	RPSAP41	ENSG00000239626	6	RPSAP41
RPSAP42	RPSAP42	ENSG00000219463	6	RPSAP42
RPSAP43	RPSAP43	ENSG00000216471	6	RPSAP43
RPSAP47	RPSAP47	ENSG00000188856	8	RPSAP47
RPSAP51	RPSAP51	ENSG00000244131	12	RPSAP51
RPSAP52	RPSAP52	ENSG00000241749	12	RPSAP52
RPSAP53	RPSAP53	ENSG00000214263	13	RPSAP53
RPSAP54	RPSAP54	ENSG00000213621	13	RPSAP54
RPSAP55	RPSAP55	ENSG00000214896	15	RPSAP55
RPSAP56	NA	NA	NA	RPSAP56
RPSAP57	RPSAP57	ENSG00000267524	18	RPSAP57
RPSAP58	RPSAP58	ENSG00000225178	19	RPSAP58
RPSAP6	RPSAP6	ENSG00000214629	10	RPSAP6
RPSAP63	RPSAP63	ENSG00000233260	X	RPSAP63
RPSAP64	RPSAP64	ENSG00000227721	21	RPSAP64
RPSAP8	RPSAP8	ENSG00000230592	X	RPSAP8
RPSAP9	RPSAP9	ENSG00000234618	9	RPSAP9
RPTOR	RPTOR	ENSG00000141564	17	RPTOR
RPUSD1	RPUSD1	ENSG00000007376	16	RPUSD1
RPUSD2	RPUSD2	ENSG00000166133	15	RPUSD2
RPUSD3	RPUSD3	ENSG00000156990	3	RPUSD3
RPUSD4	RPUSD4	ENSG00000165526	11	RPUSD4
RQCD1	NA	NA	NA	RQCD1
RRAD	RRAD	ENSG00000166592	16	RRAD
RRAGA	RRAGA	ENSG00000155876	9	RRAGA
RRAGB	RRAGB	ENSG00000083750	X	RRAGB
RRAGC	RRAGC	ENSG00000116954	1	RRAGC
RRAGD	RRAGD	ENSG00000025039	6	RRAGD
RRAS	RRAS	ENSG00000126458	19	RRAS
RRAS2	RRAS2	ENSG00000133818	11	RRAS2
RRBP1	RRBP1	ENSG00000125844	20	RRBP1
RREB1	RREB1	ENSG00000124782	6	RREB1
RRH	RRH	ENSG00000180245	4	RRH
RRM1	RRM1	ENSG00000167325	11	RRM1
RRM1-AS1	RRM1-AS1	ENSG00000255276	11	RRM1-AS1
RRM2	RRM2	ENSG00000171848	2	RRM2
RRM2B	RRM2B	ENSG00000048392	8	RRM2B
RRM2P2	RRM2P2	ENSG00000236484	1	RRM2P2
RRM2P3	RRM2P3	ENSG00000214018	X	RRM2P3
RRM2P4	RRM2P4	ENSG00000235598	X	RRM2P4
RRN3	RRN3	ENSG00000278494	CHR_HSCHR16_1_CTG1	RRN3
RRN3P1	RRN3P1	ENSG00000248124	16	RRN3P1
RRN3P2	RRN3P2	ENSG00000103472	16	RRN3P2
RRN3P3	RRN3P3	ENSG00000283987	CHR_HG926_PATCH	RRN3P3
RRNAD1	RRNAD1	ENSG00000143303	1	RRNAD1
RRP1	RRP1	ENSG00000160214	21	RRP1
RRP12	RRP12	ENSG00000052749	10	RRP12
RRP15	RRP15	ENSG00000067533	1	RRP15
RRP1B	RRP1B	ENSG00000160208	21	RRP1B
RRP36	RRP36	ENSG00000124541	6	RRP36
RRP7A	RRP7A	ENSG00000189306	22	RRP7A
RRP7B	NA	NA	NA	RRP7B
RRP8	RRP8	ENSG00000132275	11	RRP8
RRP9	RRP9	ENSG00000114767	3	RRP9
RRS1	RRS1	ENSG00000179041	8	RRS1
RRS1-AS1	RRS1-AS1	ENSG00000246145	8	RRS1-AS1
RS1	RS1	ENSG00000102104	X	RS1
RSAD1	RSAD1	ENSG00000136444	17	RSAD1
RSAD2	RSAD2	ENSG00000134321	2	RSAD2
RSBN1	RSBN1	ENSG00000081019	1	RSBN1
RSBN1L	RSBN1L	ENSG00000187257	7	RSBN1L
RSF1	RSF1	ENSG00000048649	11	RSF1
RSF1-IT1	RSF1-IT1	ENSG00000255409	11	RSF1-IT1
RSF1-IT2	RSF1-IT2	ENSG00000254985	11	RSF1-IT2
RSG1	NA	NA	NA	RSG1
RSL1D1	RSL1D1	ENSG00000171490	16	RSL1D1
RSL24D1	RSL24D1	ENSG00000137876	15	RSL24D1
RSL24D1P1	RSL24D1P1	ENSG00000218069	6	RSL24D1P1
RSL24D1P11	RSL24D1P11	ENSG00000231544	18	RSL24D1P11
RSL24D1P2	RSL24D1P2	ENSG00000230595	2	RSL24D1P2
RSL24D1P3	RSL24D1P3	ENSG00000231556	7	RSL24D1P3
RSL24D1P4	RSL24D1P4	ENSG00000215800	1	RSL24D1P4
RSL24D1P5	RSL24D1P5	ENSG00000257664	12	RSL24D1P5
RSL24D1P6	RSL24D1P6	ENSG00000224452	20	RSL24D1P6
RSL24D1P8	RSL24D1P8	ENSG00000237273	19	RSL24D1P8
RSL24D1P9	RSL24D1P9	ENSG00000265402	18	RSL24D1P9
RSPH1	RSPH1	ENSG00000160188	21	RSPH1
RSPH10B	RSPH10B	ENSG00000155026	7	RSPH10B
RSPH10B2	RSPH10B2	ENSG00000169402	7	RSPH10B2
RSPH3	RSPH3	ENSG00000130363	6	RSPH3
RSPH4A	RSPH4A	ENSG00000111834	6	RSPH4A
RSPH9	RSPH9	ENSG00000172426	6	RSPH9
RSPRY1	RSPRY1	ENSG00000159579	16	RSPRY1
RSRC1	RSRC1	ENSG00000174891	3	RSRC1
RSRC2	RSRC2	ENSG00000111011	12	RSRC2
RSRP1	RSRP1	ENSG00000117616	1	RSRP1
RSU1	RSU1	ENSG00000148484	10	RSU1
RSU1P2	RSU1P2	ENSG00000232554	10	RSU1P2
RTBDN	RTBDN	ENSG00000132026	19	RTBDN
RTCA	RTCA	ENSG00000137996	1	RTCA
RTCA-AS1	RTCA-AS1	ENSG00000224616	1	RTCA-AS1
RTCB	RTCB	ENSG00000100220	22	RTCB
RTDR1	NA	NA	NA	RTDR1
RTEL1	RTEL1	ENSG00000258366	20	RTEL1
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	ENSG00000026036	20	RTEL1-TNFRSF6B
RTF1	RTF1	ENSG00000137815	15	RTF1
RTFDC1	NA	NA	NA	RTFDC1
RTKN	RTKN	ENSG00000114993	2	RTKN
RTKN2	RTKN2	ENSG00000182010	10	RTKN2
RTN1	RTN1	ENSG00000139970	14	RTN1
RTN2	RTN2	ENSG00000125744	19	RTN2
RTN3	RTN3	ENSG00000133318	11	RTN3
RTN3P1	RTN3P1	ENSG00000251333	4	RTN3P1
RTN4	RTN4	ENSG00000115310	2	RTN4
RTN4IP1	RTN4IP1	ENSG00000130347	6	RTN4IP1
RTN4R	RTN4R	ENSG00000040608	22	RTN4R
RTN4RL1	RTN4RL1	ENSG00000185924	17	RTN4RL1
RTN4RL2	RTN4RL2	ENSG00000186907	11	RTN4RL2
RTP4	RTP4	ENSG00000136514	3	RTP4
RTP5	RTP5	ENSG00000277949	CHR_HSCHR2_3_CTG15	RTP5
RTTN	RTTN	ENSG00000176225	18	RTTN
RUFY1	RUFY1	ENSG00000284260	CHR_HG30_PATCH	RUFY1
RUFY2	RUFY2	ENSG00000204130	10	RUFY2
RUFY3	RUFY3	ENSG00000018189	4	RUFY3
RUNDC1	RUNDC1	ENSG00000198863	17	RUNDC1
RUNDC3A	RUNDC3A	ENSG00000108309	17	RUNDC3A
RUNDC3B	RUNDC3B	ENSG00000105784	7	RUNDC3B
RUNX1	RUNX1	ENSG00000159216	21	RUNX1
RUNX1T1	RUNX1T1	ENSG00000079102	8	RUNX1T1
RUNX2	RUNX2	ENSG00000124813	6	RUNX2
RUNX3	RUNX3	ENSG00000020633	1	RUNX3
RUSC1	RUSC1	ENSG00000160753	1	RUSC1
RUSC1-AS1	RUSC1-AS1	ENSG00000225855	1	RUSC1-AS1
RUSC2	RUSC2	ENSG00000198853	9	RUSC2
RUVBL1	RUVBL1	ENSG00000284901	CHR_HSCHR3_9_CTG2_1	RUVBL1
RUVBL2	RUVBL2	ENSG00000183207	19	RUVBL2
RWDD1	RWDD1	ENSG00000111832	6	RWDD1
RWDD2A	RWDD2A	ENSG00000013392	6	RWDD2A
RWDD2B	RWDD2B	ENSG00000156253	21	RWDD2B
RWDD3	RWDD3	ENSG00000122481	1	RWDD3
RWDD4	RWDD4	ENSG00000182552	4	RWDD4
RWDD4P1	RWDD4P1	ENSG00000244490	7	RWDD4P1
RWDD4P2	RWDD4P2	ENSG00000175741	7	RWDD4P2
RXFP1	RXFP1	ENSG00000171509	4	RXFP1
RXFP2	RXFP2	ENSG00000133105	13	RXFP2
RXRA	RXRA	ENSG00000186350	9	RXRA
RXRB	RXRB	ENSG00000235712	CHR_HSCHR6_MHC_QBL_CTG1	RXRB
RYBP	RYBP	ENSG00000163602	3	RYBP
RYK	RYK	ENSG00000163785	3	RYK
RYKP1	RYKP1	ENSG00000263219	17	RYKP1
RYR1	RYR1	ENSG00000196218	19	RYR1
RYR2	RYR2	ENSG00000198626	1	RYR2
RYR3	RYR3	ENSG00000198838	15	RYR3
S100A1	S100A1	ENSG00000160678	1	S100A1
S100A10	S100A10	ENSG00000197747	1	S100A10
S100A11	S100A11	ENSG00000163191	1	S100A11
S100A13	S100A13	ENSG00000189171	1	S100A13
S100A14	S100A14	ENSG00000189334	1	S100A14
S100A16	S100A16	ENSG00000188643	1	S100A16
S100A2	S100A2	ENSG00000196754	1	S100A2
S100A3	S100A3	ENSG00000188015	1	S100A3
S100A4	S100A4	ENSG00000196154	1	S100A4
S100A5	S100A5	ENSG00000196420	1	S100A5
S100A6	S100A6	ENSG00000197956	1	S100A6
S100A7	S100A7	ENSG00000143556	1	S100A7
S100A9	S100A9	ENSG00000163220	1	S100A9
S100B	S100B	ENSG00000160307	21	S100B
S100P	S100P	ENSG00000163993	4	S100P
S100PBP	S100PBP	ENSG00000116497	1	S100PBP
S100Z	S100Z	ENSG00000171643	5	S100Z
S1PR1	S1PR1	ENSG00000170989	1	S1PR1
S1PR2	S1PR2	ENSG00000267534	19	S1PR2
S1PR3	S1PR3	ENSG00000213694	9	S1PR3
S1PR4	S1PR4	ENSG00000125910	19	S1PR4
S1PR5	S1PR5	ENSG00000180739	19	S1PR5
SAA2	SAA2	ENSG00000134339	11	SAA2
SAAL1	SAAL1	ENSG00000166788	11	SAAL1
SAC3D1	SAC3D1	ENSG00000168061	11	SAC3D1
SACM1L	SACM1L	ENSG00000211456	3	SACM1L
SACS	SACS	ENSG00000151835	13	SACS
SAE1	SAE1	ENSG00000142230	19	SAE1
SAFB	SAFB	ENSG00000160633	19	SAFB
SAFB2	SAFB2	ENSG00000130254	19	SAFB2
SAG	SAG	ENSG00000281857	CHR_HG2232_PATCH	SAG
SAGE1	SAGE1	ENSG00000181433	X	SAGE1
SALL1	SALL1	ENSG00000103449	16	SALL1
SALL1P1	SALL1P1	ENSG00000227391	X	SALL1P1
SALL2	SALL2	ENSG00000165821	14	SALL2
SALL3	SALL3	ENSG00000277015	CHR_HSCHR18_ALT2_CTG2_1	SALL3
SALL4	SALL4	ENSG00000101115	20	SALL4
SALL4P1	SALL4P1	ENSG00000250308	5	SALL4P1
SALL4P5	SALL4P5	ENSG00000231915	3	SALL4P5
SALL4P7	SALL4P7	ENSG00000258692	14	SALL4P7
SAMD1	SAMD1	ENSG00000141858	19	SAMD1
SAMD10	SAMD10	ENSG00000130590	20	SAMD10
SAMD11	SAMD11	ENSG00000187634	1	SAMD11
SAMD11P1	SAMD11P1	ENSG00000262480	17	SAMD11P1
SAMD12	SAMD12	ENSG00000177570	8	SAMD12
SAMD13	SAMD13	ENSG00000203943	1	SAMD13
SAMD14	SAMD14	ENSG00000167100	17	SAMD14
SAMD15	SAMD15	ENSG00000100583	14	SAMD15
SAMD3	SAMD3	ENSG00000164483	6	SAMD3
SAMD4A	SAMD4A	ENSG00000020577	14	SAMD4A
SAMD4B	SAMD4B	ENSG00000179134	19	SAMD4B
SAMD5	SAMD5	ENSG00000203727	6	SAMD5
SAMD7	SAMD7	ENSG00000187033	3	SAMD7
SAMD8	SAMD8	ENSG00000156671	10	SAMD8
SAMD9	SAMD9	ENSG00000205413	7	SAMD9
SAMD9L	SAMD9L	ENSG00000177409	7	SAMD9L
SAMHD1	SAMHD1	ENSG00000101347	20	SAMHD1
SAMM50	SAMM50	ENSG00000100347	22	SAMM50
SAMM50P1	SAMM50P1	ENSG00000224488	9	SAMM50P1
SAMSN1	SAMSN1	ENSG00000155307	21	SAMSN1
SAMSN1-AS1	SAMSN1-AS1	ENSG00000223662	21	SAMSN1-AS1
SAP130	SAP130	ENSG00000136715	2	SAP130
SAP18	SAP18	ENSG00000150459	13	SAP18
SAP30	SAP30	ENSG00000164105	4	SAP30
SAP30BP	SAP30BP	ENSG00000161526	17	SAP30BP
SAP30L	SAP30L	ENSG00000164576	5	SAP30L
SAP30L-AS1	SAP30L-AS1	ENSG00000245275	5	SAP30L-AS1
SAPCD1	SAPCD1	ENSG00000237918	CHR_HSCHR6_MHC_SSTO_CTG1	SAPCD1
SAPCD1-AS1	SAPCD1-AS1	ENSG00000238017	CHR_HSCHR6_MHC_MCF_CTG1	SAPCD1-AS1
SAPCD2	SAPCD2	ENSG00000186193	9	SAPCD2
SAR1A	SAR1A	ENSG00000079332	10	SAR1A
